license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Product Manufacturer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282196,Ember Gardens Production LLC,Deerfield,MA,01342,42.521095,-72.613626,254 Newhill Avenue,,Somerset,MA,02726,POINT (-72.573941 42.587072),POINT (-72.613625 42.5210950),254 Newhill Avenue,,Somerset,MA,02726,88-0724035,MPN282196,Fri May 27 2022 15:13:43 GMT-0400 (Eastern Daylight Time),Tue May 24 2022 17:42:23 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Fri Apr 08 2022 15:18:09 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:20:08 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:40:46 GMT-0500 (Eastern Standard Time),,,198 Mill Village Rd,N/A,Franklin County,1500,,01342,Deerfield,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/2/2022,COMPLETE,MR282974,"Community Care Collective, Inc.",Billerica,MA,01862,42.557682,-71.299687,4 Republic Road,,Billerica,MA,01862,POINT (-71.275566 42.459085),POINT (-71.299687 42.557682),37 Spartan Arrow Road,,Littleton,MA,01460,83-2714413,MRN282974,Thu Mar 19 2020 15:00:58 GMT-0400 (Eastern Daylight Time),Tue Feb 25 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 04 2020 17:23:12 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 04 2019 11:30:00 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:10:32 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 04 2024 04:00:00 GMT-0400 (Eastern Daylight Time),4 Republic Rd,N/A,Middlesex County,300,10000,01862,North Billerica,Middlesex,42.459085,-71.275566,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR282666,"THE HIGH END WELLNESS COMPANY, LLC",Holyoke,MA,01040,42.204729,-72.604608,384 DWIGHT STREET,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.604607 42.204729),PO BOX 151,,HOLYOKE,MA,01041,84-5038160,MRN282666,Tue May 05 2020 12:19:59 GMT-0400 (Eastern Daylight Time),Tue Mar 31 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Tue Apr 30 2019 17:52:25 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 13:22:30 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:56:49 GMT-0400 (Eastern Daylight Time),,,384 Dwight St,N/A,Hampden County,1500,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,2/11/2022,COMPLETE,MR283357,"Krishna Lenox, LLC",Lenox,MA,02140,42.401757,-73.267435,55 Pittsfield Road,,Lenox,MA,02140,POINT (-71.275566 42.459085),POINT (-73.267435 42.4017570),55 Pittsfield Road,,Lenox,MA,02140,84-1852782,MRN283357,Thu Jun 18 2020 17:22:54 GMT-0400 (Eastern Daylight Time),Fri Apr 03 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Minority-Owned Business,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 13 2020 14:45:33 GMT-0400 (Eastern Daylight Time),Fri Jun 19 2020 15:09:58 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:10:43 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),439 Pitts Field Rd,Unit C,Berkshire County,1500,10000,02140,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284254,Greener World Inc.,Holyoke,MA,01040,42.192801,-72.61631,620 Beaulieu St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.616309 42.1928010),620 Beaulieu St,,Holyoke,MA,01040,86-1378500,MRN284254,Wed Mar 23 2022 18:02:30 GMT-0400 (Eastern Daylight Time),Fri Jul 09 2021 16:08:32 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Woman-Owned Business,,,,Wed May 19 2021 15:03:14 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 09:29:38 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:02:21 GMT-0400 (Eastern Daylight Time),,,620 Beaulieu St,N/A,Hampden County,1500,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282184,"Greenway Cultivation, LLC",Orange,MA,01364,42.589389,-72.312758,70 West River Street,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.312758 42.5893889),70 West River Street,,Orange,MA,01364,88-0766460,MPN282184,Wed Apr 27 2022 19:19:35 GMT-0400 (Eastern Daylight Time),Tue Apr 05 2022 06:47:02 GMT-0400 (Eastern Daylight Time),Mon Jun 20 2022 10:31:30 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,,Thu Mar 10 2022 15:11:36 GMT-0500 (Eastern Standard Time),Fri May 06 2022 10:10:53 GMT-0400 (Eastern Daylight Time),Tue Jun 14 2022 12:21:33 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),70 W River St,N/A,Franklin County,1500,10000,01364,Orange,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5783,"DB Delivery MA, LLC",N/A,,N/A,,,6 Liberty Square,#2288,Boston,MA,02109,,,6 Liberty Square,#2288,Boston,MA,02109,85-1582293,PMDA5783,Thu Jun 10 2021 17:26:34 GMT-0400 (Eastern Daylight Time),Thu Jun 10 2021 14:41:05 GMT-0400 (Eastern Daylight Time),,True,,EE202017,APPROVED,EE202017,,,,,Not a DBE,,,,Thu May 27 2021 18:31:22 GMT-0400 (Eastern Daylight Time),,Tue Jun 29 2021 13:59:04 GMT-0400 (Eastern Daylight Time),Tue Jun 29 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 29 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/11/2021,COMPLETE,MR282256,Green Stratus Corp,Brockton,MA,02301,42.098441,-71.065623,15 Saw Mill Pond,,Canton,MA,02021,POINT (-70.818958 41.978877),POINT (-71.065623 42.0984410),15 Saw Mill Pond,,Canton,MA,02021,82-4944964,MRN282256,Fri Jan 31 2020 12:24:17 GMT-0500 (Eastern Standard Time),Mon Jan 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jan 05 2019 17:25:52 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:19:09 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),255 N Pearl St,N/A,Plymouth County,300,10000,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,8/29/2022,COMPLETE,MR282762,"The Heritage Club, LLC",Boston,MA,02129,42.382147,-71.079531,116 Cambridge St,,Boston,MA,02129,POINT (-71.073493 42.334948),POINT (-71.079531 42.3821470),116 Cambridge St,,Boston,MA,02129,84-3206079,MRN282762,Fri Jul 09 2021 12:17:29 GMT-0400 (Eastern Daylight Time),Tue Jun 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),,False,yes,SE304160,,,,,,,Not a DBE,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 06 2019 11:45:38 GMT-0400 (Eastern Daylight Time),Mon Jul 26 2021 08:53:40 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:34:18 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 27 2023 03:00:00 GMT-0500 (Eastern Standard Time),116 Cambridge St,N/A,Suffolk County,,5000,02129,Charlestown,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,5/15/2023,COMPLETE,MR284729,"BeWell Organic Medicine, Inc.",Merrimac,MA,01860,42.83121,-70.996686,92 Bolt Street,,Lowell,MA,01852,POINT (-70.970827 42.635475),POINT (-70.996685 42.8312099),92 Bolt Street,,Lowell,MA,01852,46-3466824,MRN284729,Wed Nov 30 2022 15:27:14 GMT-0500 (Eastern Standard Time),Wed Nov 16 2022 13:15:15 GMT-0500 (Eastern Standard Time),Thu Jan 26 2023 12:32:08 GMT-0500 (Eastern Standard Time),False,no,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 26 2022 15:37:58 GMT-0400 (Eastern Daylight Time),Fri Dec 16 2022 09:55:46 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:04:01 GMT-0500 (Eastern Standard Time),Thu Jan 26 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 26 2024 03:00:00 GMT-0500 (Eastern Standard Time),17 Broad St,N/A,Essex County,1500,10000,01860,Merrimac,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,4/19/2019,COMPLETE,MP281381,"Garden Remedies, Inc.",Fitchburg,MA,01420,42.561681,-71.769569,307 Airport Road,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.769569 42.561681),307 Airport Road,,Fitchburg,MA,01420,46-3326321,MPN281381,Fri Nov 02 2018 14:53:21 GMT-0400 (Eastern Daylight Time),Mon Oct 01 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 17 2018 16:32:42 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201820,RPA201820,Not a DBE,,,Thu Mar 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jun 05 2018 11:51:35 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 14 2018 11:55:50 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),307 Airport Rd,N/A,Worcester County,300,5000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283819,"Elevated, Inc.",Clinton,MA,01510,42.420705,-71.689258,223 MEADOW NECK ROAD,,Falmouth,MA,02536,POINT (-71.840209 42.329642),POINT (-71.689257 42.4207049),223 MEADOW NECK ROAD,,Falmouth,MA,02536,85-2144857,MCN283819,Fri Mar 03 2023 16:30:56 GMT-0500 (Eastern Standard Time),Tue Jan 24 2023 16:15:16 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Wed Nov 30 2022 20:17:16 GMT-0500 (Eastern Standard Time),Fri Mar 10 2023 11:29:50 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 11:14:45 GMT-0400 (Eastern Daylight Time),,,56 Sterling St,N/A,Worcester County,2000,,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1263,"GreenGrab, Inc.",Holyoke,,01040,,,620 Beaulieu Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,172 Birchland Ave,,Springfield,MA,01119,84-2641313,MDA1263,Thu Sep 02 2021 12:01:17 GMT-0400 (Eastern Daylight Time),Wed Sep 01 2021 09:41:38 GMT-0400 (Eastern Daylight Time),,False,,SE304954,,,,,,,Not a DBE,,,,Mon Jul 12 2021 12:44:45 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:21:09 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:09:39 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/1/2021,COMPLETE,MR281804,Liberty Market,Lanesborough,MA,01237,42.518828,-73.228128,126 South Main Street,Suite 1 & 2,Lanesborough,MA,01237,POINT (-73.209889 42.396128),POINT (-73.228127 42.5188279),10 West Street,,Allenstown,NH,03275,83-1419000,MRN281804,Thu Aug 01 2019 13:44:45 GMT-0400 (Eastern Daylight Time),Fri Mar 22 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 26 2019 11:02:35 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 15 2018 08:00:02 GMT-0400 (Eastern Daylight Time),Thu Aug 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 10 2019 13:06:47 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 29 2023 04:00:00 GMT-0400 (Eastern Daylight Time),35 N Main St,N/A,Berkshire County,300,5000,01237,Lanesboro,Berkshire,42.396128,-73.209889,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5970,"Pineapple Express, LLC",N/A,,N/A,,,64 Elm Circle,,West Springfield,MA,01089,,,64 Elm Circle,,West Springfield,MA,01089,87-4280465,PMDA5970,Thu Jan 20 2022 10:00:14 GMT-0500 (Eastern Standard Time),Tue Jan 18 2022 15:49:45 GMT-0500 (Eastern Standard Time),,False,,SE306067,,,,,,,Not a DBE,,,,Wed Dec 01 2021 07:58:53 GMT-0500 (Eastern Standard Time),Mon Jan 31 2022 11:31:17 GMT-0500 (Eastern Standard Time),Mon Jan 31 2022 11:31:25 GMT-0500 (Eastern Standard Time),Mon Jan 31 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jan 31 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1271,Blossom Flower LLC,Holyoke,,01040,,,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,16 Mayer Drive,,Holyoke,MA,01040,00-1438198,MDA1271,Sun Nov 14 2021 08:15:01 GMT-0500 (Eastern Standard Time),Thu Sep 02 2021 14:23:50 GMT-0400 (Eastern Daylight Time),,False,,SE304773,,,,,,,Not a DBE,,,,Mon Aug 02 2021 15:06:55 GMT-0400 (Eastern Daylight Time),Fri Nov 19 2021 09:57:18 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:14:21 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 14 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5804,Rolling Releaf LLC,N/A,,N/A,,,370 Wareham Street,,Middleborough,MA,02346,,,22 Rock Island Road,,Quincy,MA,02169,85-1220335,PMDA5804,Tue Jun 15 2021 14:22:58 GMT-0400 (Eastern Daylight Time),Tue Jun 15 2021 09:34:00 GMT-0400 (Eastern Daylight Time),,False,,SE303639,,,,,,,Not a DBE,,,,Fri May 28 2021 10:30:47 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:55:02 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 11:55:10 GMT-0400 (Eastern Daylight Time),Mon Jul 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,2/13/2023,COMPLETE,MR284181,KG Collective LLC,Cambridge,MA,02138,42.374955,-71.149512,1536 Tremont St,,Boston,MA,02120,POINT (-71.275566 42.459085),POINT (-71.149512 42.374955),1536 Tremont St,,Boston,MA,02120,82-5066736,MRN284181,Thu Apr 15 2021 13:35:56 GMT-0400 (Eastern Daylight Time),Wed Mar 31 2021 10:17:42 GMT-0400 (Eastern Daylight Time),,True,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 22 2021 19:44:27 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:45:33 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:05:40 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),701 Mt Auburn St,N/A,Middlesex County,,5000,02138,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,MA,02302,42.086206,-70.987992,221 Oak Street,Box 148,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,02301,83-1955652,MRN282669,Mon Jan 06 2020 14:54:40 GMT-0500 (Eastern Standard Time),Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sun May 17 2020 08:56:37 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 01 2019 13:14:20 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:21:33 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),747 Centre St,N/A,Plymouth County,300,10000,02302,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DO100159,"The Blue Jay Botanicals, Inc.",Athol,,01331,,,946 Main Street,,Athol,MA,01331,POINT (-71.840209 42.329642),,PO Box 43,,Middleboro,MA,02346,83-2811584,DOA100159,Wed Jun 29 2022 13:22:12 GMT-0400 (Eastern Daylight Time),Mon Dec 27 2021 13:32:08 GMT-0500 (Eastern Standard Time),,False,,EE202121,,,,,,,Not a DBE,,,,Thu Dec 16 2021 10:11:33 GMT-0500 (Eastern Standard Time),Wed Jun 29 2022 13:35:18 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:43:58 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,01331,Athol,Worcester,42.329642,-71.840209,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282873,Elevated Cultivation Co. LLC,Kingston,MA,02364,41.973482,-70.707825,44 William C. Gould Jr. Way,Unit C,Kingston,MA,02364,POINT (-70.818958 41.978877),POINT (-70.707825 41.9734819),44 William C. Gould Jr. Way,Unit C,Kingston,MA,02364,85-1010317,MCN282873,Fri Oct 09 2020 13:12:18 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 12:36:15 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Minority-Owned Business,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Tue Jun 23 2020 11:58:16 GMT-0400 (Eastern Daylight Time),Thu Oct 15 2020 09:40:33 GMT-0400 (Eastern Daylight Time),Thu Feb 11 2021 13:22:33 GMT-0500 (Eastern Standard Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 29 2023 04:00:00 GMT-0400 (Eastern Daylight Time),44 William C Gould Jr Way,Unit C,Plymouth County,600,2500,02364,Kingston,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282681,Sparkboro Corp.,Egremont,MA,01258,42.185098,-73.416677,17 Sky Farm Road,,Egremont,MA,01258,POINT (-73.209889 42.396128),POINT (-73.416677 42.1850980),180 Elm Street Suite I#340,,Pittsfield,MA,01201,84-2817307,MCN282681,Tue Aug 04 2020 12:48:57 GMT-0400 (Eastern Daylight Time),Wed Jul 08 2020 10:57:45 GMT-0400 (Eastern Daylight Time),Fri Nov 20 2020 15:40:08 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Minority-Owned Business,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Mar 05 2020 12:25:56 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 11:49:01 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:23:37 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),120 Egremont Plain Rd,N/A,Berkshire County,400,2500,01258,South Egremont,Berkshire,42.396128,-73.209889,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281585,Buudda Brothers LLC,Holyoke,MA,01040,42.194934,-72.611682,604 Main Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.611682 42.1949340),170 Prospect Street,,Chicopee,MA,01013,83-1756822,MPN281585,Fri Mar 13 2020 16:06:04 GMT-0400 (Eastern Daylight Time),Tue Jan 07 2020 00:00:00 GMT-0500 (Eastern Standard Time),Sat Jun 06 2020 10:52:14 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Minority-Owned Business,,,,Sun Jan 27 2019 18:01:47 GMT-0500 (Eastern Standard Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:07:43 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),604 Main St,N/A,Hampden County,300,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
