business_dba_name,license_number,id,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,license_type,license_status,business_phone,license_designation,license_term,issue_date,business_email,business_legal_name,licensing_authority_id,licensing_authority,license_status_date,expiration_date,activity,parcel_number,business_owner_name,business_structure,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude
Fire And Frost Cannabis,428276,6034341890010003.0,6818 NE 4TH PLAIN BLVD STE B&C,VANCOUVER               ,WA,CLARK,986617357,Medical Retailer,ACTIVE (ISSUED),3603357823,Medicinal,  ,20190325,ELKINS.MARC@GMAIL.COM,Fire And Frost Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6448615,-122.6021274
Floyds,422049,6035710750010001.0,410 W STATE ST,SEDRO WOOLLEY           ,WA,SKAGIT,982841557,Medical Retailer,ACTIVE (ISSUED),3605884473,Medicinal,  ,20160916,KENBARLEY1@GMAIL.COM,Floyds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.503226,-122.2464773
Floyds,430798,6043887510010003.0,931 E JOHNS PRAIRIE RD,SHELTON                 ,WA,MASON,985841270,Medical Retailer,ACTIVE (ISSUED),2067710350,Medicinal,  ,20200825,JUSTINFREET@GMAIL.COM,Floyds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2436495,-123.0986971
Forbidden Cannabis Central District Seattle,413809,6049148950010001.0,2413 E UNION ST,SEATTLE                 ,WA,KING,981223045,Medical Retailer,ACTIVE (ISSUED),2064127285,Medicinal,  ,20220913,PAUL@TACSOUTHHOSPITALITY.COM,Forbidden Cannabis Central District Seattle,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6127545,-122.3007928
Forbidden Cannabis Club Mt. Vernon,422913,6049224840010001.0,3818 OLD HIGHWAY 99 S RD,MOUNT VERNON            ,WA,SKAGIT,982739018,Medical Retailer,ACTIVE (ISSUED),2067696074,Medicinal,  ,20221025,ahllcmtvernon@gmail.com,Forbidden Cannabis Club Mt. Vernon,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.3898861,-122.3352197
Forbidden Cannabis Club Olympia,421632,6046249900010001.0,1123 SLEATER KINNEY RD SE,LACEY                   ,WA,THURSTON,985032300,Medical Retailer,ACTIVE (ISSUED),2064127285,Medicinal,  ,20210719,PAUL@TACSOUTHHOSPITALITY.COM,Forbidden Cannabis Club Olympia,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0374507,-122.8340464
Forbidden Cannabis Super Chronic,425185,6046358250010001.0,6326 MARTIN WAY E STE 103,LACEY                   ,WA,THURSTON,985165561,Medical Retailer,ACTIVE (ISSUED),2064127285,Medicinal,  ,20201028,PAUL@TACSOUTHHOSPITALITY.COM,Forbidden Cannabis Super Chronic,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0508347,-122.7969407
Freedom Market,414280,6046389790010001.0,820A WESTSIDE HWY,KELSO                   ,WA,COWLITZ,986264355,Medical Retailer,ACTIVE (ISSUED),3606360420,Medicinal,  ,20210106,THEFREEDOMMARKET420@GMAIL.COM,Freedom Market,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1647937,-122.9158913
Freedom Market Cathlamet Corp,422459,6041543780010001.0,327 SR 4,CATHLAMET               ,WA,WAHKIAKUM,986120000,Medical Retailer,ACTIVE (ISSUED),3607036090,Medicinal,  ,20180124,THEFREEDOMMARKET420@GMAIL.COM,Freedom Market Cathlamet Corp,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1956569,-123.3636068
Freedom Market Ilwaco,421757,6040523690010001.0,133 HOWERTON AVE SE STE B,ILWACO                  ,WA,PACIFIC,986249088,Medical Retailer,ACTIVE (ISSUED),3607036090,Medicinal,  ,20171128,THEFREEDOMMARKET420@GMAIL.COM,Freedom Market Ilwaco,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.3055595,-124.0408684
Freeland Cannabis Company,422777,6036018460010001.0,18646 SR 525 STE B STE B,FREELAND                ,WA,ISLAND,982498752,Medical Retailer,ACTIVE (ISSUED),4255126880,Medicinal,  ,20160714,raina45@comcast.net,Freeland Cannabis Company,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0123749,-122.5415973
Fweedom Cannabis,412922,6028304620010002.0,12001 AURORA AVE N UNIT #1,SEATTLE                 ,WA,KING,981338249,Medical Retailer,ACTIVE (ISSUED),2064190260,Medicinal,  ,20160202,FWEEDOMCANNABIS@GMAIL.COM,Fweedom Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.716045,-122.3453684
Fweedom Cannabis,415031,6033575180010001.0,21911 64TH AVE W  STE D STE D,MOUNTLAKE TERRACE       ,WA,SNOHOMISH,980430000,Medical Retailer,ACTIVE (ISSUED),4259540640,Medicinal,  ,20160622,FWEEDOMCANNABIS@GMAIL.COM,Fweedom Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7999968,-122.3189575
Ganja Goddess,413558,6050144320010001.0,3207 1ST AVE S UNIT A UNIT A,SEATTLE                 ,WA,KING,981341819,Medical Retailer,ACTIVE (ISSUED),4257376960,Medicinal,  ,20230703,KADENASADIS@GMAIL.COM,Ganja Goddess,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5751701,-122.3347773
Ganja Vita,415539,6033594670010003.0,23441 NE STATE ROUTE 3,BELFAIR                 ,WA,MASON,985280000,Medical Retailer,ACTIVE (ISSUED),2535143949,Medicinal,  ,20151011,GANJAVITALLC@GMAIL.COM,Ganja Vita,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4470639,-122.830186
Goobie's Doobies,431222,6035764710010004.0,28730 MAPLE VALLEY BLACK DIAMOND RD SE STE A,MAPLE VALLEY            ,WA,KING,980388195,Medical Retailer,ACTIVE (ISSUED),2534595741,Medicinal,  ,20201207,GOOBIESDOOBIESLLC@GMAIL.COM,Goobie's Doobies,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.34373009999999,-122.0178749
Green Corners Tacoma LLC,420785,6046612970010001.0,5917 N 26TH ST STE A,TACOMA                  ,WA,PIERCE,984072359,Medical Retailer,ACTIVE (ISSUED),2063830943,Medicinal,  ,20210607,DAARAYAUS@GMAIL.COM,Green Corners Tacoma LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2715326,-122.5170578
Green Day Cannabis,421789,6035719210010001.0,945 WASHINGTON WAY STE 121,LONGVIEW                ,WA,COWLITZ,986324059,Medical Retailer,ACTIVE (ISSUED),3606063260,Medicinal,  ,20200320,AHAMIDE@GMAIL.COM,Green Day Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1435898,-122.9281283
Green Fire Cannabis,350641,6033271020010001.0,1956 1ST AVE S,SEATTLE                 ,WA,KING,981341406,Medical Retailer,ACTIVE (ISSUED),2066233792,Medicinal,  ,20160614,RODKRAFKA@HOTMAIL.COM,Green Fire Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5843895,-122.3337112
Green Lady,415130,6033601220010003.0,3044 PACIFIC AVE SE STE B,OLYMPIA                 ,WA,THURSTON,985012043,Medical Retailer,ACTIVE (ISSUED),5098697574,Medicinal,  ,20151016,mike@greenladymj.com,Green Lady,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0432269,-122.8571266
Green Lady Everett,421667,6035644790010002.0,14221 LAKE RD,LYNNWOOD                ,WA,SNOHOMISH,980871710,Medical Retailer,ACTIVE (ISSUED),5098697574,Medicinal,  ,20160419,MIKE@GREENLADYMJ.COM,Green Lady Everett,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8690485,-122.2786549
"Green Lady Westside, Inc.",416540,6035644790010003.0,2405 HARRISON AVE NW STE 201,OLYMPIA                 ,WA,THURSTON,985024592,Medical Retailer,ACTIVE (ISSUED),5098697475,Medicinal,  ,20160218,MIKE@GREENLADYMJ.COM,"Green Lady Westside, Inc.",WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.045924,-122.9307358
Green Leaf,413886,6033576180010002.0,4220 MERIDIAN ST STE 102,BELLINGHAM              ,WA,WHATCOM,982269153,Medical Retailer,ACTIVE (ISSUED),3605262198,Medicinal,  ,20151009,SKJLINSE@MSN.COM,Green Leaf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.7944259,-122.4853411
Green Life Cannabis,414755,6033599440010002.0,3012 GS CENTER RD STE A,WENATCHEE               ,WA,CHELAN,988019116,Medical Retailer,ACTIVE (ISSUED),2817260614,Medicinal,  ,20190725,DOUG@GREENLIFECANNABIS.COM,Green Life Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4717573,-120.3323514
Green Outfitters,413798,6033511700010001.0,668 OCEAN SHORES BLVD NW,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,Medical Retailer,ACTIVE (ISSUED),4252684391,Medicinal,  ,20160107,admin@cannabisstorey.com,Green Outfitters,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.00497499999999,-124.1658334
Green Room Oh Inc.,422103,6041627960010001.0,1640 NE GOLDIE ST STE B,OAK HARBOR              ,WA,ISLAND,982774835,Medical Retailer,ACTIVE (ISSUED),2065048629,Medicinal,  ,20180306,SIMONTESFU206@GMAIL.COM,Green Room Oh Inc.,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.28829469999999,-122.6484205
Green Tiki Cannabis,81400,6040966540010001.0,8208 NE STATE HIGHWAY 104 STE 101,KINGSTON                ,WA,KITSAP,983460000,Medical Retailer,ACTIVE (ISSUED),3607101577,Medicinal,  ,20171120,gtcc420@gmail.com,Green Tiki Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8107834,-122.5392322
Green2Go,410273,6033031360010002.0,214307 E SR 397,KENNEWICK               ,WA,BENTON,993377198,Medical Retailer,ACTIVE (ISSUED),5095917100,Medicinal,  ,20171117,Mrsjessylee@gmail.com,Green2Go,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1703283,-119.0512156
Green2Go Tokio,422655,6033031360010004.0,2008 N DURRY RD UNIT 2,SPRAGUE                 ,WA,ADAMS,990329621,Medical Retailer,ACTIVE (ISSUED),5095917100,Medicinal,  ,20161114,MrsJessyLee@gmail.com,Green2Go Tokio,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.20897679999999,-118.2268762
Greenfield Company Cannabis Mercantile,414356,6033513920010001.0,728 6TH ST,CLARKSTON               ,WA,ASOTIN,994032012,Medical Retailer,ACTIVE (ISSUED),2069621025,Medicinal,  ,20151009,MEPLEMMONS@GMAIL.COM,Greenfield Company Cannabis Mercantile,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.4152414,-117.0458336
Greenlight,415112,6033593200010002.0,10309 E TRENT AVE,MILLWOOD                ,WA,SPOKANE,992064514,Medical Retailer,ACTIVE (ISSUED),5094752821,Medicinal,  ,20160621,sonny@greenlightspokane.com,Greenlight,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6848155,-117.2656635
Greenview Cannabis,420400,6033360940010003.0,530 7TH AVE STE D,LONGVIEW                ,WA,COWLITZ,986320000,Medical Retailer,ACTIVE (ISSUED),3607891364,Medicinal,  ,20190409,MIKE@MARIJUANAMARTWA.COM,Greenview Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.12072209999999,-122.9327116
Greenworks N.W.,413428,6019957890010004.0,315 N 105TH ST,SEATTLE                 ,WA,KING,981330000,Medical Retailer,ACTIVE (ISSUED),2064925132,Medicinal,  ,20160614,ZACHPETERSON88@GMAIL.COM,Greenworks N.W.,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7048145,-122.3547173
Growers Outlet,415124,6033596440010002.0,613 MONTANA AVE STE 2,SOUTH BEND              ,WA,PACIFIC,985860000,Medical Retailer,ACTIVE (ISSUED),3605815888,Medicinal,  ,20151009,Growersoutlet1@gmail.com,Growers Outlet,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.66315489999999,-123.8046063
Happy Time,354876,6035158110010002.0,1315 N 1ST ST,YAKIMA                  ,WA,YAKIMA,989011801,Medical Retailer,ACTIVE (ISSUED),5094802097,Medicinal,  ,20171212,Jcelectrico13@gmail.com,Happy Time,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.6197842,-120.5114786
Have A Heart,415333,6031909830010002.0,12833 MARTIN LUTHER KING JR WAY S,SEATTLE                 ,WA,KING,981783513,Medical Retailer,ACTIVE (ISSUED),2062618206,Medicinal,  ,20160107,admin@cannabisstorey.com,Have A Heart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4876598,-122.2590488
Herb's House,402039,6032851830010001.0,716 NW 65TH ST,SEATTLE                 ,WA,KING,981175049,Medical Retailer,ACTIVE (ISSUED),2065577388,Medicinal,  ,20151011,SHARONJACOBSON@HOTMAIL.COM,Herb's House,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6761716,-122.3653162
Herbal E Scents,411970,6024843170010004.0,120 NE CANNING DR,COLVILLE                ,WA,STEVENS,991142004,Medical Retailer,ACTIVE (ISSUED),5096844420,Medicinal,  ,20170209,herbalescents@gmail.com,Herbal E Scents,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.5550816,-117.9197128
Herbal Nation,413683,6034896600010001.0,19302 BOTHELL EVERETT HWY,BOTHELL                 ,WA,SNOHOMISH,980127113,Medical Retailer,ACTIVE (ISSUED),4254861111,Medicinal,  ,20180306,1HERBALNATION@GMAIL.COM,Herbal Nation,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8226798,-122.2081038
Herban Market,427457,6035830060010005.0,3965 BETHEL RD SE STE 3,PORT ORCHARD            ,WA,KITSAP,983661915,Medical Retailer,ACTIVE (ISSUED),3608133644,Medicinal,  ,20180925,HERBANMARKETLEE@GMAIL.COM,Herban Market,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5129865,-122.6309403
High End Market Place,429699,6033503770010004.0,1924 BROADWAY ST STE A,VANCOUVER               ,WA,CLARK,986633380,Medical Retailer,ACTIVE (ISSUED),3606953612,Medicinal,  ,20191231,HEMPabk@gmail.com,High End Market Place,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.63655379999999,-122.670654
High Society Anacortes,413534,6046001880010001.0,8630 S MARCH POINT RD,ANACORTES               ,WA,SKAGIT,982213412,Medical Retailer,ACTIVE (ISSUED),3602992211,Medicinal,  ,20201201,DRJASONKITZMAN@GMAIL.COM,High Society Anacortes,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.4616372,-122.557295
High Society Bellingham,414539,6046122220010001.0,5309 GUIDE MERIDIAN RD SUITE A,BELLINGHAM              ,WA,WHATCOM,982260000,Medical Retailer,ACTIVE (ISSUED),3603063257,Medicinal,  ,20201203,DRJASONKITZMAN@GMAIL.COM,High Society Bellingham,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.83358579999999,-122.4863242
High-5 Cannabis,421702,6034040170010002.0,6511 NE 137TH AVE,VANCOUVER               ,WA,CLARK,986825948,Medical Retailer,ACTIVE (ISSUED),3605714568,Medicinal,  ,20160510,JBRITT@HIGH5CANNABIS.COM,High-5 Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6703298,-122.5311292
Hwy 420,413427,6027629820010002.0,11493 CLEAR CREEK RD,SILVERDALE              ,WA,KITSAP,983839657,Medical Retailer,ACTIVE (ISSUED),3604408671,Medicinal,  ,20170227,Cheryl@hwy420.xyz,Hwy 420,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.66710519999999,-122.693478
Hwy 420,413843,6034060990010001.0,1110 CHARLESTON BEACH RD W,BREMERTON               ,WA,KITSAP,983124504,Medical Retailer,ACTIVE (ISSUED),3609323182,Medicinal,  ,20151011,Cheryl@hwy420.xyz,Hwy 420,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5539127,-122.6595724
Iii King Company,414750,6033505020010001.0,12925 MARTIN LUTHER KINGJR WAY,SEATTLE                 ,WA,KING,981780000,Medical Retailer,ACTIVE (ISSUED),2064533445,Medicinal,  ,20201218,IIIKINGSEATTLE@GMAIL.COM,Iii King Company,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4866357,-122.2578718
Island Herb,413727,6033504390010001.0,5565 VANBARR PLACE UNIT F,FREELAND                ,WA,ISLAND,982490000,Medical Retailer,ACTIVE (ISSUED),3603312898,Medicinal,  ,20160506,INFO@WHIDBEYISLANDHERB.COM,Island Herb,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0087717,-122.526794
Kaleafa,414345,6046242090010001.0,401 SOUTH BOONE,ABERDEEN                ,WA,GRAYS HARBOR,985208508,Medical Retailer,ACTIVE (ISSUED),3122033450,Medicinal,  ,20210201,Washington@Kaleafa.com,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9658792,-123.8030324
Kaleafa,417643,6033220580010002.0,33858 SR 20 STE 102,OAK HARBOR              ,WA,ISLAND,982772664,Medical Retailer,ACTIVE (ISSUED),3122033450,Medicinal,  ,20160212,Washington@Kaleafa.com,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.3157876,-122.6318312
Kaleafa,429441,6035861690010005.0,25745 PACIFIC HWY S,DES MOINES              ,WA,KING,981980000,Medical Retailer,ACTIVE (ISSUED),3122033450,Medicinal,  ,20200623,Washington@kaleafa.com,Kaleafa,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.37070079999999,-122.3030014
King Cronic,425925,6048027430010001.0,1110 E YELM AVE STE C,YELM                    ,WA,THURSTON,985977690,Medical Retailer,ACTIVE (ISSUED),2063515957,Medicinal,  ,20220420,Andy@kingcronicwa.com,King Cronic,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.93578189999999,-122.5932524
Kush,420336,6040934440010001.0,11834 NE 90TH ST,KIRKLAND                ,WA,KING,980335814,Medical Retailer,ACTIVE (ISSUED),4252693242,Medicinal,  ,20190327,JBBERGE@HOTMAIL.COM,Kush,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6826501,-122.181867
Kush 21 Buckley LLC,424751,6046521590010001.0,29393 STATE ROUTE 410 E STE D,BUCKLEY                 ,WA,PIERCE,983219424,Medical Retailer,ACTIVE (ISSUED),3605611664,Medicinal,  ,20210311,BERAKI2015@GMAIL.COM,Kush 21 Buckley LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1592829,-122.0373448
Kush Pointe,421630,6033042060010002.0,11811 MUKILTEO SPEEDWAY UNIT 111,MUKILTEO                ,WA,SNOHOMISH,982755442,Medical Retailer,ACTIVE (ISSUED),2065795394,Medicinal,  ,20160624,probst_janet@yahoo.com,Kush Pointe,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8912572,-122.2849762
Kushklub,430737,6040720270010003.0,20019 AURORA AVE N UNIT B,SHORELINE               ,WA,KING,981333120,Medical Retailer,ACTIVE (ISSUED),2067691282,Medicinal,  ,20200814,HENOK.ABRAHA@GMAIL.COM,Kushklub,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7749531,-122.3465864
Kushmart,414520,6033472500010002.0,6309 EVERGREEN WAY STE C,EVERETT                 ,WA,SNOHOMISH,982034559,Medical Retailer,ACTIVE (ISSUED),2067691282,Medicinal,  ,20151013,HENOK.ABRAHA@GMAIL.COM,Kushmart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9408902,-122.2171173
Kushmart South Everett,416102,6035539770010001.0,13220 HWY 99 S,EVERETT                 ,WA,SNOHOMISH,982045424,Medical Retailer,ACTIVE (ISSUED),4255820088,Medicinal,  ,20160311,DAVIDJAMESAHL@YAHOO.COM,Kushmart South Everett,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8780673,-122.2694654
Legal Marijuana Superstore,417880,6033573230010003.0,3610 BETHEL RD SE SUITE 100,PORT ORCHARD            ,WA,KITSAP,983670000,Medical Retailer,ACTIVE (ISSUED),3603401009,Medicinal,  ,20151230,PATWATERS55@GMAIL.COM,Legal Marijuana Superstore,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5156492,-122.6317752
Longview Freedom Market,413544,6033544480010001.0,971 14TH AVE STE 110,LONGVIEW                ,WA,COWLITZ,986324049,Medical Retailer,ACTIVE (ISSUED),3602617055,Medicinal,  ,20151104,THEFREEDOMMARKET420@GMAIL.COM,Longview Freedom Market,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1320455,-122.9381
Lucid,414963,6033590350010001.0,4820 YELM HWY SE SUITE D,LACEY                   ,WA,THURSTON,985033402,Medical Retailer,ACTIVE (ISSUED),5304010839,Medicinal,  ,20151009,christian@lucidmj.com,Lucid,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9974107,-122.8199886
Lucid,415429,6033590350010002.0,7294 MARTIN WAY E,OLYMPIA                 ,WA,THURSTON,985165533,Medical Retailer,ACTIVE (ISSUED),5304010839,Medicinal,  ,20151009,christian@lucidmj.com,Lucid,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0535069,-122.7832525
Lucky Cannabis,415203,6042734580010001.0,9640 16TH AVE SW STE C & D,SEATTLE                 ,WA,KING,981062827,Medical Retailer,ACTIVE (ISSUED),2065882441,Medicinal,  ,20190627,Hong_lieu888@yahoo.com,Lucky Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5161712,-122.3548285
Lucky Leaf,422442,6033514230010003.0,1111 W 1ST AVE STE A,SPOKANE                 ,WA,SPOKANE,992014005,Medical Retailer,ACTIVE (ISSUED),5096194248,Medicinal,  ,20160315,manager@luckyleaf.co,Lucky Leaf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6562734,-117.4288183
Margies's Pot Shop,413414,6034303690010001.0,405 E STEUBEN ST,BINGEN                  ,WA,KLICKITAT,986059183,Medical Retailer,ACTIVE (ISSUED),5092813420,Medicinal,  ,20160606,dahlstrom.jill@gmail.com,Margies's Pot Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.7131524,-121.4628957
Marijuana Club 99,426895,6035871190010004.0,12631 HWY 99 STE A,EVERETT                 ,WA,SNOHOMISH,982040000,Medical Retailer,ACTIVE (ISSUED),4252688875,Medicinal,  ,20180605,MARIJUANACLUB99HOLLY@GMAIL.COM,Marijuana Club 99,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8831469,-122.2638992
Marijuana Mart,428846,6033519760010004.0,6230 197TH SW AVE,ROCHESTER               ,WA,THURSTON,985790000,Medical Retailer,ACTIVE (ISSUED),3608587188,Medicinal,  ,20190709,MIKE@MARIJUANAMARTWA.COM,Marijuana Mart,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.8031017,-123.0147132
Marley 420,435092,6030644390010003.0,27022 168TH PL SE,COVINGTON               ,WA,KING,980424902,Medical Retailer,ACTIVE (ISSUED),2067147733,Medicinal,  ,20230602,MARLEY555@COMCAST.NET,Marley 420,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.35942,-122.116463
Mary Mart Inc,424311,6036229840010002.0,3002 6TH AVE STE 100,TACOMA                  ,WA,PIERCE,984066203,Medical Retailer,ACTIVE (ISSUED),2539614231,Medicinal,  ,20180629,253MARYMART@GMAIL.COM,Mary Mart Inc,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2549928,-122.4752343
Memento Amare LLC,415183,6051527880010001.0,1428 OLYMPIC HWY S UNIT 1,SHELTON                 ,WA,MASON,985843266,Medical Retailer,ACTIVE (ISSUED),4044063054,Medicinal,  ,20230623,tim@bayshorecannabis.com,Memento Amare LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2024777,-123.0913025
Mister Buds,414735,6021513210010001.0,536 MARINE DR STE B,PORT ANGELES            ,WA,CLALLAM,983632230,Medical Retailer,ACTIVE (ISSUED),3607971966,Medicinal,  ,20151010,MALIKATWATER@YAHOO.COM,Mister Buds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.1219256,-123.4441289
Mj's Pot Shop,415314,6034563770010001.0,1335 SE BISHOP BLVD,PULLMAN                 ,WA,WHITMAN,991636408,Medical Retailer,ACTIVE (ISSUED),5093321011,Medicinal,  ,20160613,MJPOTSHOP@GMAIL.COM,Mj's Pot Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.7198595,-117.1645747
Mo Beta Green,421918,6046012740010002.0,8962 BEAVER VALLEY RD,CHIMACUM                ,WA,JEFFERSON,983250000,Medical Retailer,ACTIVE (ISSUED),3603794689,Medicinal,  ,20200803,TRACY@MOBETAGREEN.COM,Mo Beta Green,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0105373,-122.7660668
Mr. Doobees,424190,6034123630010003.0,1410 40TH ST,SEAVIEW                 ,WA,PACIFIC,986442037,Medical Retailer,ACTIVE (ISSUED),3608758016,Medicinal,  ,20161215,MRDOOBEES@GMAIL.COM,Mr. Doobees,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.3308771,-124.0535759
Muffys Pot Shop,413930,6033593550010001.0,3134 E HIGHWAY 101 SUITE A,PORT ANGELES            ,WA,CLALLAM,983629074,Medical Retailer,ACTIVE (ISSUED),3608082532,Medicinal,  ,20151009,MUFFYSSMOKINGREENS@GMAIL.COM,Muffys Pot Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.1049087,-123.3702332
