business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number,premise_state,activity,analyses,business_dba_name,business_image_url,business_structure,expiration_date,id,issue_date,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_street_address
nicklehousedev@gmail.com,"Nickel House Development, Inc. *",1 (716) 464-0927,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000725,NY,,,,,,,,,,,,,,,,,,,
monroejp15@gmail.com,Heal the Nation Inc*,1 (425) 312-5636,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000726,NY,,,,,,,,,,,,,,,,,,,
seaniep98@gmail.com,Frenchie Herb LLC*,1 (518) 590-3126,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000728,NY,,,,,,,,,,,,,,,,,,,
sednyc@hotmail.com,Disco Herbatory LLC*,1 (718) 619-7100,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000740,NY,,,,,,,,,,,,,,,,,,,
jorge@vsllplaw.com,82-J LLC*,1 (212) 752-8408,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000751,NY,,,,,,,,,,,,,,,,,,,
tellaride23@gmail.com,Omar D Rabadi*,1 (914) 885-4095,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000752,NY,,,,,,,,,,,,,,,,,,,
pl22110llc@proton.me,PL 221.10 LLC*,1 (646) 709-6823,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000758,NY,,,,,,,,,,,,,,,,,,,
stephencapoziello@gmail.com,Bo's Buds LLC*,1 (631) 335-7972,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000761,NY,,,,,,,,,,,,,,,,,,,
Jesseconeill@gmail.com,PL 221.55 LLC*,1 (646) 438-5377,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000762,NY,,,,,,,,,,,,,,,,,,,
cliffcmas@gmail.com,Piffords*,1 (914) 299-3570,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000769,NY,,,,,,,,,,,,,,,,,,,
paulabreu15@gmail.com,All County Exotics LLC*,1 (917) 450-5159,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000773,NY,,,,,,,,,,,,,,,,,,,
J.berridge9243@gmail.com,Jonathan Berridge*,1 (914) 837-1755,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000775,NY,,,,,,,,,,,,,,,,,,,
firexoticsllc@gmail.com,"Fire Exotics, LLC*",1 (716) 418-2109,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000776,NY,,,,,,,,,,,,,,,,,,,
mishiyev23@gmail.com,"DeMarino's, LLC*",1 (813) 810-7475,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000777,NY,,,,,,,,,,,,,,,,,,,
dianemhowardd@yahoo.com,"DJF Unlimited, LLC*",1 (312) 446-9339,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000781,NY,,,,,,,,,,,,,,,,,,,
HEIDYPALMER@GMAIL.COM,Joseph A. Smith*,1 (646) 323-9735,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000792,NY,,,,,,,,,,,,,,,,,,,
NicoleMLucien@gmail.com,Weedish LLC*,1 (347) 420-0838,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000801,NY,,,,,,,,,,,,,,,,,,,
terrencemumford@yahoo.com,SONZ OF CANNABIS LLC*,1 (951) 293-8452,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000802,NY,,,,,,,,,,,,,,,,,,,
maur.stringer29@gmail.com,The Magi Tree LLC*,1 (781) 408-2474,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000810,NY,,,,,,,,,,,,,,,,,,,
smaguirenyc@gmail.com,"HAPPY123NYC, LLC*",1 (347) 302-5594,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000816,NY,,,,,,,,,,,,,,,,,,,
jeanrl1536@gmail.com,Jean R Levasseur*,1 (347) 452-0441,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000817,NY,,,,,,,,,,,,,,,,,,,
Karenmtobin2@gmail.com,"Evergreen Retail 1, LLC*",1 (585) 613-1443,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000821,NY,,,,,,,,,,,,,,,,,,,
"Nathaniel.cj.simmons@gmail.c
om",Northern Lights Dispensary LLC*,1 (347) 443-7472,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000837,NY,,,,,,,,,,,,,,,,,,,
thepremiumbud@gmail.com,The Premium Bud LLC*,1 (201) 932-0302,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000841,NY,,,,,,,,,,,,,,,,,,,
smsny76@yahoo.com,NYSafe 420*,1 (845) 717-0001,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000849,NY,,,,,,,,,,,,,,,,,,,
"johnmackewich@mackewich.c
om","4081 Industries, LLC*",1 (702) 544-2662,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000856,NY,,,,,,,,,,,,,,,,,,,
Jacquelyn5884@yahoo.com,Bloom Dispensary LLC*,1 (518) 857-5143,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000862,NY,,,,,,,,,,,,,,,,,,,
lotusdispensaryllc@gmail.com,Lotus Dispensary LLC*,1 (646) 750-4681,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000870,NY,,,,,,,,,,,,,,,,,,,
john@omgcomplete.com,"WNYC II, LLC*",1 (716) 529-8433,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000878,NY,,,,,,,,,,,,,,,,,,,
m.ramos273@gmail.com,3M Squared LLC*,1 (917) 767-3751,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000881,NY,,,,,,,,,,,,,,,,,,,
Nailenyb@gmail.com,Victory Dispensary LLC*,1 (917) 530-6465,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000882,NY,,,,,,,,,,,,,,,,,,,
jorge@vsllplaw.com,The Weed Spot LLC*,1 (212) 752-8408,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000891,NY,,,,,,,,,,,,,,,,,,,
shannonsmith_ss@yahoo.com,"GreenLakesDispo, LLC*",1 (585) 230-9112,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000001,NY,,,,,,,,,,,,,,,,,,,
trbishopesq@gmail.com,"Vladimir Bautista, LLC*",1 (480) 310-1005,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000003,NY,,,,,,,,,,,,,,,,,,,
ramon@happymunkey.com,Ramon Reyes LLC*,1 (347) 863-5864,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000006,NY,,,,,,,,,,,,,,,,,,,
"Esperanza.Segarra@gmail.co
m",Nuna Harvest LLC*,1 (305) 794-0816,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000007,NY,,,,,,,,,,,,,,,,,,,
carl.tirella@gmail.com,Capri Holdings 2 LLC*,1 (914) 715-0364,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000008,NY,,,,,,,,,,,,,,,,,,,
david@musumeci.org,David Carl Musumeci*,1 (315) 576-8389,Central NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000010,NY,,,,,,,,,,,,,,,,,,,
"ADRIAN_FERNANDEZZ@ICL
OUD.COM","GOOD VIBES NY, INC*.",1 (212) 470-6564,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000014,NY,,,,,,,,,,,,,,,,,,,
leonardanthonybk@gmail.com,Kush & Kicks Dispensary LLC*,1 (347) 288-0930,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000019,NY,,,,,,,,,,,,,,,,,,,
brooklynorganicbuds@gmail.co,Brooklyn Organic Buds LLC*,1 (631) 506-5733,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000022,NY,,,,,,,,,,,,,,,,,,,
simplygreenny@gmail.com,"Simply Green Natural Lifestyle
Remedies LLC*",1 (516) 413-1122,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000024,NY,,,,,,,,,,,,,,,,,,,
browniesbrnd@gmail.com,Brownies Dispensary LLC*,1 (518) 961-5478,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000028,NY,,,,,,,,,,,,,,,,,,,
maxim@mary.solutions,Juniper NY LLC *,1 (718) 866-7345,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000031,NY,,,,,,,,,,,,,,,,,,,
dehran@devilsharvestny.com,"DLD DH, Inc*",1 (917) 567-8139,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000033,NY,,,,,,,,,,,,,,,,,,,
716Cannabisllc@gmail.com,716 Cannabis*,1 (716) 997-2752,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000036,NY,,,,,,,,,,,,,,,,,,,
Stan.Michaels@att.net,Leafy NYC Corp. *,1 (516) 777-0107,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000041,NY,,,,,,,,,,,,,,,,,,,
CMcBain@GetFlos.com,NY Flos LLC*,1 (914) 830-9945,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000043,NY,,,,,,,,,,,,,,,,,,,
xjaillet@clarkhill.com,"Green Nexus Dispensary, Inc. *",1 (303) 501-5918,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000046,NY,,,,,,,,,,,,,,,,,,,
shane@myelectrician518.com,"MyElectrician518.com, LLC*",1 (518) 376-5914,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000048,NY,,,,,,,,,,,,,,,,,,,
fbocci68@gmail.com,"Unbothered Bud, LLC*",1 (516) 241-6967,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000055,NY,,,,,,,,,,,,,,,,,,,
BRYANROCCHIO@AOL.COM,Rocchio Realty Inc*,1 (718) 866-5739,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000067,NY,,,,,,,,,,,,,,,,,,,
ben@thehighrise.co,High Rise Brands LLC*,1 (917) 583-5867,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000068,NY,,,,,,,,,,,,,,,,,,,
denisgmurphy@hotmail.com,Denis Murphy*,1 (631) 521-1105,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000071,NY,,,,,,,,,,,,,,,,,,,
torocontact@gmail.com,3 - 5 HOLDINGS LLC*,1 (607) 275-7806,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000072,NY,,,,,,,,,,,,,,,,,,,
Bigartsiny@gmail.com,CBD 420 LLC*,1 (718) 500-5339,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000076,NY,,,,,,,,,,,,,,,,,,,
rubenrangini@yahoo.com,Nysnoozed limited liability company*,1 (347) 223-7446,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000079,NY,,,,,,,,,,,,,,,,,,,
geoff@cannabuff.com,Brownies LLC*,1 (585) 506-6181,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000086,NY,,,,,,,,,,,,,,,,,,,
ronaldshen@aol.com,R&R Remedies LLC*,1 (646) 533-5355,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000089,NY,,,,,,,,,,,,,,,,,,,
erbquest@gmail.com,TAOZEN LLC*,1 (917) 819-9304,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000090,NY,,,,,,,,,,,,,,,,,,,
GINOFINANCE@GMAIL.COM,GG Collective LLC*,1 (516) 557-1874,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000107,NY,,,,,,,,,,,,,,,,,,,
dtree249@icloud.com,DAD DISTRIBUTORS LLC*,1 (347) 979-5084,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000110,NY,,,,,,,,,,,,,,,,,,,
vpezz88@gmail.com,ALKALIFE LLC*,1 (808) 590-9487,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000111,NY,,,,,,,,,,,,,,,,,,,
robbiesproduce@yahoo.com,Robert L. Grannis*,1 (607) 624-0477,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000112,NY,,,,,,,,,,,,,,,,,,,
cutmastertrini@yahoo.com,David L Sutherland*,1 (347) 982-3064,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000117,NY,,,,,,,,,,,,,,,,,,,
wyzeguys98@gmail.com,Wyzeguyz LLC*,1 (267) 441-2923,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000118,NY,,,,,,,,,,,,,,,,,,,
jl@larcmgmt.com,L.A.R.C. MANAGEMENT LLC*,1 (631) 807-6378,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000122,NY,,,,,,,,,,,,,,,,,,,
andresavocchi@gmail.com,Savo Group Inc*,1 (718) 541-9810,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000125,NY,,,,,,,,,,,,,,,,,,,
emilyhannahbear@gmail.com,"McPhee's Smoke Shop & More
LLC*",1 (518) 742-9951,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000126,NY,,,,,,,,,,,,,,,,,,,
mark@thewagonerfirm.com,NIYAWILL LLC*,1 (518) 400-0955,Mohawk Valley,2023-09-20T07:12:07.681349,OCMCAURD-2022-000127,NY,,,,,,,,,,,,,,,,,,,
jerry@thecableguysinc.com,The Cable Guys Inc. *,1 (718) 605-6929,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000130,NY,,,,,,,,,,,,,,,,,,,
mataleeannla@yahoo.com,"Weed Growers From Seed To Stone
LLC*",1 (718) 210-8779,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000132,NY,,,,,,,,,,,,,,,,,,,
kotlyar11235@gmail.com,LEPIS CANNABIS LLC*,1 (212) 729-7574,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000136,NY,,,,,,,,,,,,,,,,,,,
michelecole@optonline.net,KGDM ENTERPRISE LLC*,1 (516) 851-2611,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000137,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,"MedaBlue, LLC*",1 (516) 858-5887,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000138,NY,,,,,,,,,,,,,,,,,,,
gquigua@gmail.com,All Wellness Inc*,1 (929) 478-9414,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000139,NY,,,,,,,,,,,,,,,,,,,
SparkboroInc@gmail.com,Sparkboro Inc*,1 (845) 222-9151,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000141,NY,,,,,,,,,,,,,,,,,,,
tedhillpestcontrol@gmail.com,Troy A Benson*,1 (845) 654-0101,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000147,NY,,,,,,,,,,,,,,,,,,,
charles.tavarez@gmail.com,NYS CANNABIS PARTNERS INC. *,1( 347)804-2552,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000148,NY,,,,,,,,,,,,,,,,,,,
daphneborowski@gmail.com,Rodge Archer*,1 (646) 554-0438,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000151,NY,,,,,,,,,,,,,,,,,,,
cameronpierre5@gmail.com,MADWIZ LLC*,1 (718) 924-7081,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000152,NY,,,,,,,,,,,,,,,,,,,
joetigano1st@outlook.com,"ARE WE GOOD ENTERPRISES
INC. *",1 (631) 522-5036,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000156,NY,,,,,,,,,,,,,,,,,,,
"ja@a1entertainmentevents.co
m",John A White*,1 (516) 314-0044,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000159,NY,,,,,,,,,,,,,,,,,,,
robanz038@gmail.com,A Little Place to Relax LLC*,1 (518) 331-4774,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000160,NY,,,,,,,,,,,,,,,,,,,
leo@shalit-law.com,bzd enterprises llc*,1 (646) 957-0009,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000163,NY,,,,,,,,,,,,,,,,,,,
tradesmansean@gmail.com,Sean of all trades LLC*,1 (516) 416-9775,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000166,NY,,,,,,,,,,,,,,,,,,,
chrisli1217@gmail.com,TRADER LI CAPITAL LLC*,1 (929) 373-6283,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000167,NY,,,,,,,,,,,,,,,,,,,
jillian@astroincnyc.com,"Astro Management, Inc. *",1 (917) 701-3114,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000168,NY,,,,,,,,,,,,,,,,,,,
Skurland340@gmail.com,Green Culture LLC*,1 (917) 294-8552,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000177,NY,,,,,,,,,,,,,,,,,,,
wes.care@mail.com,WesCare Transportation LLC*,1 (716) 479-0210,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000179,NY,,,,,,,,,,,,,,,,,,,
Heatmakersny@gmail.com,Elise Pelka*,1 (914) 471-7704,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000180,NY,,,,,,,,,,,,,,,,,,,
j.elliott@dlxagncy.com,Empire Flower Inc. *,1 (845) 233-0990,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000186,NY,,,,,,,,,,,,,,,,,,,
dangolden38@outlook.com,Daniel S Dennis*,1 (315) 224-7095,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000190,NY,,,,,,,,,,,,,,,,,,,
beastcoastgroup@gmail.com,BEAST COAST GROUP LLC*,1 (516) 444-0947,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000193,NY,,,,,,,,,,,,,,,,,,,
info@inainvestigations.com,"Ifill & Associates, LLC*",1 (917) 385-1876,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000198,NY,,,,,,,,,,,,,,,,,,,
CEO@exciteunlimited.com,EXCITE UNLIMITED LLC*,1 (646) 532-7800,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000199,NY,,,,,,,,,,,,,,,,,,,
candice@brook-islandfuel.com,Candice LoPizzo*,1 (917) 292-0233,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000204,NY,,,,,,,,,,,,,,,,,,,
gab@gbnylaw.com,NODAYSOFF CANNABIS*,1 (631) 743-9900,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000213,NY,,,,,,,,,,,,,,,,,,,
"mireille@athenianroyaltygroup.
com",Athenian Royalty Group LLC*,1 (347) 736-3918,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000218,NY,,,,,,,,,,,,,,,,,,,
wei@mrtalaw.com,"WhiteboxTHC, LLC*",1 (646) 263-7890,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000224,NY,,,,,,,,,,,,,,,,,,,
rmrojan@aol.com,K&T Express Inc*,1 (347) 343-0050,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000228,NY,,,,,,,,,,,,,,,,,,,
crchristyr9@gmail.com,7 Point Dispensary INC. *,1 (518) 965-1554,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000232,NY,,,,,,,,,,,,,,,,,,,
vinnyestate@gmail.com,Vincent Chan*,1 (646) 752-2787,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000233,NY,,,,,,,,,,,,,,,,,,,
jrobinson54@optimum.net,"Concrete Construction Consulting
LLC*",1 (631) 298-4474,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000242,NY,,,,,,,,,,,,,,,,,,,
coastalgreencorp@gmail.com,Coastal Green LLC*,1 (631) 294-1063,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000250,NY,,,,,,,,,,,,,,,,,,,
MindAndBodyCanna@gmail.co,J & H Canna Industries Inc*,1 (631) 484-8350,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000252,NY,,,,,,,,,,,,,,,,,,,
mleonardo@hinmanstraub.com,"Robinson’s Cannabis Flowers, LLC.
*",1 (518) 436-0751,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000263,NY,,,,,,,,,,,,,,,,,,,
eglickman@msn.com,EGRH LLC. *,1 (561) 358-8058,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000264,NY,,,,,,,,,,,,,,,,,,,
alex@budega.nyc,"Budega NYC, Inc. *",1 (917) 697-2667,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000267,NY,,,,,,,,,,,,,,,,,,,
omar.cabrera20@gmail.com,Uplift royal LLC*,1 (646) 941-9111,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000268,NY,,,,,,,,,,,,,,,,,,,
Bikelifesports@gmail.com,Risk Takerz LLC*,1 (212) 390-0290,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000270,NY,,,,,,,,,,,,,,,,,,,
"jahkaya.tellezpugh4@gmail.co
m","Dynasty Commodities, Inc. *",1 (646) 994-5064,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000275,NY,,,,,,,,,,,,,,,,,,,
spcorp111@aol.com,Puro vita enterprises inc. *,1 (305) 336-6546,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000276,NY,,,,,,,,,,,,,,,,,,,
mkamornik@gmail.com,ov enterprises llc*,1 (646) 642-3623,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000282,NY,,,,,,,,,,,,,,,,,,,
celes.walters@yahoo.com,Celes Walters*,1 (347) 563-2770,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000286,NY,,,,,,,,,,,,,,,,,,,
drebbin2001@yahoo.com,Seven Forty Eight LLC*,1 (516) 593-1358,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000287,NY,,,,,,,,,,,,,,,,,,,
drewpetrone19@gmail.com,Strong Island Chronic LLC*,1 (516) 272-6801,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000290,NY,,,,,,,,,,,,,,,,,,,
highsocietywestchester@gmail.,The High Society Social Club LLC*,1 (914) 980-9557,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000293,NY,,,,,,,,,,,,,,,,,,,
eileencortez3702@gmail.com,E & J BTQ CORP*,1 (929) 322-7342,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000298,NY,,,,,,,,,,,,,,,,,,,
lkqowner@gmail.com,KINGS RAW Property LLC*,1 (914) 760-8614,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000304,NY,,,,,,,,,,,,,,,,,,,
"BIGAPPLEEXOTIC@GMAIL.C
OM",BIG APPLE EXOTICS LLC*,1 (347) 484-1257,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000321,NY,,,,,,,,,,,,,,,,,,,
Markjgorczyca@gmail.com,"NSEW Trading Company, LLC*",1 (315) 222-5451,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000324,NY,,,,,,,,,,,,,,,,,,,
CatRockCAURDLLC@gmail.co,Cat Rock CAURD LLC*,1 (347) 724-7735,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000325,NY,,,,,,,,,,,,,,,,,,,
timmyinc@gmail.com,Dai Ma*,1 (917) 982-5409,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000327,NY,,,,,,,,,,,,,,,,,,,
tribesofmorocco@gmail.com,"Vibes of Morocco Limited Liability
Company*",1 (347) 415-3834,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000330,NY,,,,,,,,,,,,,,,,,,,
rachel.cheung@tlccreativesolut,TLC Creative Solutions Inc*,1 (646) 469-1823,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000333,NY,,,,,,,,,,,,,,,,,,,
ac.alanchiu@gmail.com,SLCZ NY LLC*,1 (917) 939-0087,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000335,NY,,,,,,,,,,,,,,,,,,,
michaelgardner83@gmail.com,Up State Sports Cards LLC*,1 (518) 879-1441,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000337,NY,,,,,,,,,,,,,,,,,,,
flxbbqkim@gmail.com,Kimberly L Baldwin*,1 (716) 574-3679,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000340,NY,,,,,,,,,,,,,,,,,,,
evexiadispensary@gmail.com,Evexia Therapeutics LLC*,1 (315) 525-2888,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000344,NY,,,,,,,,,,,,,,,,,,,
garrett@opuscg.com,JTCC NY LLC*,1 (607) 761-9337,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000346,NY,,,,,,,,,,,,,,,,,,,
hrcxnyc@gmail.com,Garrido Enterprise Worldwide LLC*,1 (917) 564-6889,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000347,NY,,,,,,,,,,,,,,,,,,,
"sam@firstchoicediagnostic.co
m","AFNY, LLC*",1 (516) 375-2105,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000353,NY,,,,,,,,,,,,,,,,,,,
ddtreelandscaping@gmail.com,"Mojo Working, LLC*",1(914) 447 -1993,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000359,NY,,,,,,,,,,,,,,,,,,,
yrandazzo@ltesq.com,B.D.D. Family Distributors LLC*,1 (631) 666-2500,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000362,NY,,,,,,,,,,,,,,,,,,,
christopher.whelan2018@gmail,CJ BUSINESS VENTURES LLC*,1 (201) 637-5132,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000365,NY,,,,,,,,,,,,,,,,,,,
sheldon@24nyconsulting.com,"The BonTemps Firm Retail, LLC*",1 (347) 522-5965,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000370,NY,,,,,,,,,,,,,,,,,,,
hps700nyc@gmail.com,HPS700 NY. LLC*,1 (646) 715-8802,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000371,NY,,,,,,,,,,,,,,,,,,,
mattvotypka@gmail.com,Farmer Barney Cannabis LLC*,1 (585) 329-4138,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000379,NY,,,,,,,,,,,,,,,,,,,
superdankholdings@gmail.com,"super dank holdings, llc*",1 (516) 650-0370,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000382,NY,,,,,,,,,,,,,,,,,,,
stevezoomba54@gmail.com,Stelios Zoumberakis*,1 (718) 736-5182,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000386,NY,,,,,,,,,,,,,,,,,,,
cisco.cisco@hotmail.com,MRC Industrial LLC*,1 (914) 230-8830,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000389,NY,,,,,,,,,,,,,,,,,,,
Ehrman.asher@gmail.com,TCMA LLC*,1 (310) 560-0156,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000391,NY,,,,,,,,,,,,,,,,,,,
