license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00775,LIVWELL X LLC,LivWell,1015 2nd Street,Berthoud,80513,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00775,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 344-5060,,,1015 N 2nd St,Larimer County,40.3113553,-105.0765196,https://livwell.com/locations/colorado/berthoud
402R-00421,FARAGOSI FARMS INC,Faragosi Farms,118 Santa Fe Trail,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00421,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2310,,,118 Santa Fe Trail,Las Animas County,37.16615840000001,-104.5097688,http://faragosifarms.com/
402R-00402,NEW WORLD ALTERNATIVE HEALTHCARE LLC,Telluride Bud Company,"3473 Main Avenue, Units 10 &11",Durango,81301,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00402,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 422-8311,,,3473 Main Ave,La Plata County,37.3035807,-107.8693073,https://telluridebc.com/telluride-bud-company-store-locations/telluride-store-products/
402R-00489,IGADI LTD,IgadI,171 Lawrence Street,Central City,80427,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00489,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 582-3093,,,171 Lawrence St,Gilpin County,39.80053360000001,-105.510506,https://igadiltd.com/central-city
402R-00936,DISCRETE GREENS LLC,DISCRETE GREENS LLC,12170 Claude Court,Northglenn,80241,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00936,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00522,GREEN CROSS COLORADO LLC,The Tumbleweed Dispensary,"150 South Columbine Court, Unit 100",Parachute,81635,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00522,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 285-2166,,,150 Columbine Ct #100,Garfield County,39.45429819999999,-108.0463869,https://www.tumbleweed420.com/
402R-00676,GREENER PASTURE COMPASSION CENTER LLC,VERDE Natural,5101 East Colfax Avenue,Denver,80220,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00676,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 474-4489,,,5101 E Colfax Ave,Denver County,39.7403455,-104.9283622,https://www.verdenatural.com/
402R-00372,SOUTHERN COLORADO THERAPEUTICS INC,Highland Health,1505 Santa Fe Trail,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00372,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2449,,,1505 Santa Fe Trail,Las Animas County,37.1572673,-104.5120838,http://www.highlandhealth.co/
402R-00994,IGADI LTD,Igadi,791 Pine Ridge Road,Golden,80403,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00994,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-8429,,,791 Pine Ridge Rd Unit 4,Jefferson County,39.77839549999999,-105.2338294,https://igadiltd.com/golden
402R-00239,SOLACE MEDS LLC,SOLACE MEDS LLC,"301 Smokey Street, Unit A",Fort Collins,80525,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00239,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 225-6337,,,301 Smokey St Suite A,Larimer County,40.50623,-105.0732127,https://solacemeds.com/home/ftc/
402R-00123,PUEBLO WEST ORGANICS LLC,Pueblo West Organics,"609 East Enterprise Drive, Suite 130",Pueblo West,81007,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00123,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 647-2043,,,609 E Enterprise Dr #140,Pueblo County,38.3291548,-104.7176158,
402R-00689,NUVUE PHARMA LLC,NUVUE PHARMA LLC,1400 Van Buren Street,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00689,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2376,,,1400 Van Buren St,Las Animas County,37.16105049999999,-104.5138288,https://www.nuvuepharma.com/
402R-00596,CG INDUSTRY LLC,CROSS GENETICS,"4902 East Smith Road, Unit C",Denver,80216,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00596,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 916-9992,,,4902 Smith Rd Unit C,Denver County,39.7753366,-104.9297738,http://crossgenetics.com/
402R-00569,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS COMPANY,413 North Commercial Street,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00569,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 356-4380,,,413 N Commercial St,Las Animas County,37.1713896,-104.5071271,https://magnoliaroadcc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
402R-00759,BOULDER SNAX INC,Snaxland,"7464 Arapahoe Avenue, Unit A9",Boulder,80303,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00759,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 284-9791,,,7464 Arapahoe Ave a9,Boulder County,40.01401629999999,-105.179406,https://snaxland.com/
402R-00903,LIVWELL XVI LLC,LivWell,3600 South Wadsworth Boulevard Units C D & E,Lakewood,80235,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00903,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 484-8853,,,3600 S Wadsworth Blvd,Jefferson County,39.64943160000001,-105.0807213,https://livwell.com/locations/colorado/lakewood
402R-00684,LIGHTSHADE LABS LLC,Lightshade,9364 Federal Boulevard ,Federal Heights,80260,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00684,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 699-2692,,,9364 Federal Blvd,Adams County,39.866033,-105.0245792,https://lightshade.com/dispensaries/federal-heights/?utm_medium=organic&utm_source=gbp&utm_campaign=federal+heights+dispensary+website
402R-00499,GUNNISON INVESTMENTS LLC,Soma,"500 West Highway 50, Unit 101",Gunnison,81230,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00499,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 642-4120,,,500 W U.S. Hwy. 50 #101,Gunnison County,38.5391187,-106.9405321,https://thedispensary.com/
402R-00444,GORULE INC,Rocky Mountain Blaze,78 North Precision Drive,Pueblo West,81007,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00444,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 647-0058,,,78 Precision Dr,Pueblo County,38.33501649999999,-104.7266267,https://rmblaze.com/
402R-00897,ASCEND LITTLETON LLC,Ascend Cannabis Co.,5231 South Santa Fe Drive,Littleton,80120,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00897,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 794-5254,,,5231 S Santa Fe Dr #100,Arapahoe County,39.6221328,-105.0156568,http://www.ascendcannabisco.com/
402R-00413,DURANGO ORGANICS LLP,DO Crested Butte,"310 North Belleview Avenue, Unit 2",Crested Butte,81224,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00413,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,Gunnison County,38.8697146,-106.9878231,http://www.crestedbutte-co.gov/
402R-00154,MEDICAL MJ SUPPLY LLC,Best Colorado Cannabis,4800 Lamar Street,Wheat Ridge,80033,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00154,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 205-5314,,,4800 N Lamar St,Jefferson County,39.7845342,-105.0671623,http://www.bestcoloradocannabis.org/
402R-00275,SWEETWATER PARTNERS LLC,Good Chemistry,16840 East Iliff Avenue,Aurora,80013,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00275,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 745-2420,,,16840 E Iliff Ave,Arapahoe County,39.6727296,-104.7920652,https://goodchem.org/
402R-00203,COMPASSIONATE PAIN MANAGEMENT LLC,Ajoya,"1100 West Dillon Road, Suite D3",Louisville,80027,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00203,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 665-5596,,,1100 W Dillon Rd #3,Boulder County,39.96154689999999,-105.166078,https://ajoyalife.com/locations/louisville/
402R-00587,11761013 COLORADO HOLDINGS LLC,A Cut Above,1911 South Broadway,Denver,80210,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00587,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-8965,,,1911 S Broadway,Denver County,39.6818646,-104.9880961,https://acadispensary.com/
402R-00073,LIGHTSHADE LABS LLC,Lightshade,3950 North Holly Street,Denver,80207,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00073,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 468-6100,,,3950 Holly St,Denver County,39.7722164,-104.9220219,https://lightshade.com/dispensaries/holly-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=holly+dispensary+website
402R-00950,GRAND MESA GROUP INC,PUR CANNABLISS,130 North Grand Mesa Drive,Cedaredge,81413,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00950,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 856-5051,,,130 N Grand Mesa Dr,Delta County,38.9011083,-107.9238777,http://www.purcannabliss.com/
402R-00964,KIND HENDERSON LLC,KIND HENDERSON LLC,"9670 Dallas Street, Unit A",Henderson,80640,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00964,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00784,CANASOL INC,Rocky Mountain Cannasol,614 Arizona Avenue,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00784,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 422-8141,,,614 Arizona Ave,Las Animas County,37.17353810000001,-104.5086893,https://weedmaps.com/results?q=rocky%20mountain%20cannasol
402R-00912,Sanders Enterprise LLC,Green Apex,202 Colorado Avenue,Sugar City,81076,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00912,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,202 Colorado St,Crowley County,38.2331594,-103.6631702,
402R-00510,SIMPLY PURE COLORADO LLC,Simply Pure,2000 West 32nd Avenue,Denver,80211,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00510,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 507-7873,,,2000 W 32nd Ave,Denver County,39.76192129999999,-105.0113291,https://simplypure.com/
402R-00758,KGBI COLORADO LLC,SPARK Dispensary,4799 North Colorado Boulevard,Denver,80216,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00758,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 573-4800,,,4799 Colorado Blvd,Denver County,39.7834771,-104.9415912,https://www.sparkdispensary.com/
402R-00092,HCH2 LLC,HCH2 LLC,40 South Main Street,Alma,80420,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00092,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00663,DP RETAIL 110 LLC,Green Dragon,119 West Colorado Avenue,Telluride,81435,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00663,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 422-1422,,,119 W Colorado Ave,San Miguel County,37.93741070000001,-107.8112054,https://greendragon.com/locations/telluride-premium-marijuana-dispensary/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=telluride
402R-00972,MARY JANES EMPIRE LLC,MARY JANES EMPIRE LLC,2 East Park Avenue,Empire,80438,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00972,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00209,DP RETAIL 109 LLC,Green Dragon,409 East Hyman Avenue,Aspen,81611,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00209,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 429-4365,,,409 E Hyman Ave,Pitkin County,39.1888876,-106.8194552,https://greendragon.com/locations/aspen/
402R-00992,SR COLORADO LLC,Shift Cannabis,9690 Dallas Street Unit I & J,Henderson,80640,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00992,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 287-2832,,,9690 Dallas St Unit i / I,Adams County,39.8733492,-104.8755196,https://www.shiftcannabis.com/
402R-00519,RME GROUP LLC,AFFINITY,7739 East Colfax Avenue,Denver,80220,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00519,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 479-8458,,,7739 E Colfax Ave,Denver County,39.7404732,-104.8979602,https://affinitydispensary.com/
402R-00579,LIGHTSHADE LABS LLC,Lightshade,16821 East Iliff Avenue,Aurora,80014,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00579,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 575-6702,,,16821 E Iliff Ave,Arapahoe County,39.6747081,-104.7922507,https://lightshade.com/dispensaries/iliff-aurora/?utm_medium=organic&utm_source=gbp&utm_campaign=iliff+dispensary+website
402R-00382,AF INC,Apothecary Farms,1917 Santa Fe Drive,Pueblo,81006,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00382,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 544-5323,,,1917 Santa Fe Dr,Pueblo County,38.2459323,-104.5752376,http://www.apothecaryfarms.com/
402R-00383,COLORADO CANNABIS ASSOCIATES LLC,The Spot,453 North Commercial Street,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00383,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2700,,,453 N Commercial St,Las Animas County,37.1719911,-104.5073872,http://www.thespot420.com/?utm_source=yext
402R-00856,CRAIG CANNABIS INC,Rocky Mountain Cannabis,535 Yampa Avenue  #100 ,Craig,81625,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00856,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 620-4708,,,535 Yampa Ave #100,Moffat County,40.5149211,-107.5470973,https://rockymountaincannabis.com/rmclocations/craig/
402R-00842,C1B TRUE ORGANICS LLC,C1B TRUE ORGANICS LLC,601 US Highway 85/87,Walsenburg,81089,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00842,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 696-4216,,,601 U.S. Hwy 85/87,Huerfano County,37.6515617,-104.7926254,http://www.c1btrueorganics.com/
402R-00224,PLATTE VALLEY DISPENSARY LLC,Platte Valley Dispensary,"2301 7th Street, Suite B",Denver,80211,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00224,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 953-0295,,,2301 7th St B,Denver County,39.7522105,-105.0147379,
402R-00047,LIVWELL XVI LLC,LivWell,4625 East Colfax Avenue,Denver,80220,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00047,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 333-3644,,,4625 E Colfax Ave,Denver County,39.740379,-104.9331523,https://livwell.com/locations/colorado/city-park-denver
402R-00358,BBM ENTERPRISES LLC,The Bud Depot,"138 Main Street, Unit 6A",Lyons,80540,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00358,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 444-1564,,,138 E Main St,Boulder County,40.2224438,-105.2643256,https://buddepotdispensary.com/
402R-00379,RJJ ASPEN LLC,Native Roots Aspen,308 South Hunter Street,Aspen,81611,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00379,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 429-4443,,,308 S Hunter St,Pitkin County,39.18827679999999,-106.8172937,https://nativerootscannabis.com/locations/aspen-marijuana-dispensary/
402R-00717,CHRONIC THERAPY-CORTEZ LLC,CHRONIC THERAPY-CORTEZ LLC,1020 South Broadway Avenue,Cortez,81321,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00717,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 529-2045,,,1020 S Broadway,Montezuma County,37.3359998,-108.6017284,https://www.chronictherapy.com/contact-us/cortez
402R-00380,RJJ SHERIDAN LLC,Native Roots Littleton,7870 West Quincy Avenue,Denver,80123,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00380,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 933-4372,,,7870 W Quincy Ave,Jefferson County,39.6382806,-105.0848056,https://nativerootscannabis.com/locations/littleton-marijuana-dispensary
402R-00995,JUNGLE FEVA LLC,JUNGLE FEVA LLC,3615 South Tamarac Drive Unit 110,Denver,80237,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00995,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00096,E2T2 LLC,Cookies Broadway,2057 South Broadway,Denver,80210,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00096,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 862-5169,,,2057 S Broadway,Denver County,39.6793371,-104.9878913,https://www.cookiesdenver.co/
402R-00871,BROW 1 LLC,Xclusive Cannabis,7200 East Smith Road,Denver,80207,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00871,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 642-2282,,,7200 Smith Rd,Denver County,39.7717266,-104.9042329,https://www.xclusivecanna.com/
402R-00949,POTCO LLC,Potco,11101 East 51st Avenue,Denver,80239,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00949,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 457-3060,,,11101 51st Ave,Denver County,39.7906201,-104.8586553,https://potcodispensary.com/
402R-00098,MEDICINAL WELLNESS CENTER LLC,Oasis Cannabis Superstore,5440 West 44th Avenue,Mountain View,80212,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00098,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 333-3338,,,5440 W 44th Ave,Denver County,39.7762697,-105.0563828,https://oasissuperstore.com/
402R-00208,SUSTAINABLE HEALTH LLC,14er HOLISTICS,"2897 Mapleton Avenue, Suite 800",Boulder,80301,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00208,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 539-6525,,,2897 Mapleton Ave Suite 800,Boulder County,40.0259301,-105.2564678,https://www.14erboulder.com/
402R-00943,PCG ONE LLC,PCG ONE LLC,318 Charles Street,Buena Vista,81211,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00943,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00146,PHYSICIAN PREFERRED PRODUCTS LLC,Doc's Apothecary,"2100 East 112th Avenue, Unit 5",Northglenn,80233,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00146,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 974-5966,,,2100 E 112th Ave UNIT 5,Adams County,39.8987669,-104.9633422,https://thedocsapothecary.com/
402R-00147,SUNRISE SOLUTIONS,SUNRISE SOLUTIONS,43 Main Street,Bailey,80421,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00147,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 816-6337,,,43 Main St,Park County,39.4065403,-105.4767475,http://sunrisesolutionsmj.com/
402R-00040,ASCEND II LLC,Ascend Cannabis Co,3555 South Yosemite Street,Denver,80237,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00040,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 482-3191,,,3555 S Yosemite St,Denver County,39.65180929999999,-104.8853284,http://www.ascendcannabisco.com/
402R-00790,RINO SUPPLY CO INC,Rino Supply Company,3100 Blake Street,Denver,80205,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00790,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 296-2680,,,3100 Blake St,Denver County,39.7645557,-104.9807978,https://www.rinosupply.com/
402R-00505,ST GUNNISON LLC,Sun Theory,1198 B North Main Street,Gunnison,81230,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00505,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 209-6587,,,513 S Main St,Gunnison County,38.5394552,-106.9272495,http://sanctuarysomatics.com/
402R-00942,YUMA WAY LLC,Stadium Gardens,5441 Quebec Street,Commerce City,80022,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00942,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 465-5449,,,5441 Quebec St,Adams County,39.79530630000001,-104.9039135,https://yumaway.com/locations/yumaquebec
402R-00563,RINNIE RULEZ LLC,Doobie Sisters Dispensary,695 North Broadway,Cortez,81321,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00563,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 565-2345,,,695 N Broadway,Montezuma County,37.3557783,-108.5899745,http://www.doobiesistersco.com/
402R-00217,BEDDOR CLAUDE LLC,Chronic Therapy,10030 West 27th Avenue,Wheat Ridge,80215,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00217,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 233-3087,,,10030 W 27th Ave,Jefferson County,39.7555821,-105.1107752,https://www.chronictherapy.com/menu/wheat-ridge/
402R-00005,CCS of COLORADO LLC,Callie's,777 Canosa Court,Denver,80204,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 415-2976,,,777 Canosa Ct,Denver County,39.72902349999999,-105.0202192,https://www.shoppecallies.com/
402R-00540,ROYAL ASSET MANAGEMENT LLC,Frost Exotic Cannabis,2949 West Alameda Avenue,Denver,80219,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00540,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 787-4909,,,2949 W Alameda Ave,Denver County,39.711498,-105.0244858,https://frostdenverdispensary.com/
402R-00571,ST EDWARDS LLC,Sun Theory,"210 Edwards Village Boulevard, Suite B110",Edwards,81632,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00571,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00590,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,"4550 South Kipling Street, Unit 4",Denver,80127,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00590,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-2355,,,4550 S Kipling St #4,Jefferson County,39.6336152,-105.1089971,http://www.mycoloradocannabisconnection.com/
402R-00702,SOUTH PUEBLO LLC,Colorado Cannabis Exchange,3377 South Interstate 25,Pueblo,81004,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00702,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 430-4035,,,3377 I-25,Pueblo County,38.1625312,-104.643795,https://www.cocannabisexchange.com/
402R-00952,YBARK LLC,YBARK LLC,2885 West 44th Avenue,Denver,80211,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00952,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00381,TENDERFOOT HEALTH COLLECTIVE,TENDERFOOT HEALTH COLLECTIVE,"840 Oak Street, Suites A, B & C",Salida,81201,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00381,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 539-8661,,,840 Oak St,Chaffee County,38.5241189,-105.9849737,http://www.thcworks.com/
402R-00804,BUFFALO BIOTECH LLC,Dalwhinnie Farms,108 South Mill Street ,Aspen,81611,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00804,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 429-8830,,,108 S Mill St,Pitkin County,39.1902427,-106.8191184,https://www.dalwhinnie.com/
402R-01011,THE DANDELION LLC,The Dandelion,845 Walnut Street,Boulder,80302,2023-09-01,Stores,Adult-Use,,,,,,,,402R-01011,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 459-4676,,,845 Walnut St,Boulder County,40.0161326,-105.2840382,https://nativerootscannabis.com/locations/dandelion-boulder-marijuana-dispensary
402R-00673,COLORADO GOLD LLP,STICKY ICKY'S,5341 West Highway 96,Pueblo,81005,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00673,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 470-2839,,,5341 W State Hwy 96,Pueblo County,38.25909530000001,-104.6827489,http://www.sticky-ickys.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing
402R-00809,BGOOD VENTURES LLC,bgood,"11 West Hampden Avenue, Suite 102",Englewood,80110,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00809,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 722-5239,,,11 W Hampden Ave Ste 102,Arapahoe County,39.6533139,-104.9881702,https://bgoodmmj.com/locations/englewood
402R-00564,81082 LLC,Colorado Cannabis Exchange II,520 Nevada Avenue,Trinidad,81082,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00564,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 422-8098,,,520 Nevada Ave,Las Animas County,37.172693,-104.5099467,
402R-00230,CANNABIS CORP,The Joint by Cannabis,4745 West 38th Avenue,Denver,80212,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00230,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 455-0079,,,4745 W 38th Ave,Denver County,39.769561,-105.0484692,http://www.thejoint.live/
402R-00752,ASPEN GREEN JOINT LLC,The Green Joint,"720 East Durant Avenue, Unit E-3",Aspen,81611,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00752,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 710-2657,,,720 E Durant Ave E3,Pitkin County,39.1867276,-106.8158978,https://thegreenjoint.com/aspen-dispensary/?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=aspen
402R-00713,STEM BEACH LLC,The Cannabis Depot,2440 Interstate 25 North  Unit B,Pueblo,81008,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00713,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 283-8017,,,2440 I-25,Pueblo County,38.3427006,-104.6179474,https://cannabisdepotco.com/
402R-00168,LIVWELL III LLC,LivWell,1941 West Evans Avenue,Denver,80223,2023-09-01,Stores,Adult-Use,,,,,,,,402R-00168,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 361-2981,,,1941 W Evans Ave,Denver County,39.6790712,-105.0103926,https://livwell.com/locations/colorado/evans-denver
