business_legal_name,license_type,license_status,license_number,issue_date,expiration_date,business_owner_name,business_email,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,business_image_url,business_website,business_phone,id,business_dba_name,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_city,premise_zip_code
Bud Brothers L.L.C.,Cannabis Retailer,Active,CCD-2022-0633-001,7/19/2022,7/19/2023,"Melissa Peacock, Christpoher Finch, Zack Davis",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0633-001,Bud Brothers L.L.C.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Bud Brothers L.L.C.,Cannabis Retailer,Active,CCD-2022-0633-002,7/19/2022,7/19/2023,"Melissa Peacock, Christpoher Finch, Zack Davis",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0633-002,Bud Brothers L.L.C.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Fratelli Investment Group L.L.C.,Cannabis Retailer,Active,Premises License,6/9/2022,6/9/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Fratelli Investment Group L.L.C.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Flynn Family Farm LLC,Cannabis Retailer,Active,Premises License,7/12/2022,7/12/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Flynn Family Farm LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Leaf Love Organic,Cannabis Retailer,Active,Premises License,4/25/2022,4/17/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Leaf Love Organic,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
SEVEN TEN LLC,Cannabis Retailer,Active,CCD-2022-0572-001,7/1/2022,7/1/2023,JANEE SHERIDAN,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0572-001,SEVEN TEN LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Elements Dispensary LLC,Cannabis Retailer,Active,CCD-2022-0707-001,8/5/2022,8/5/2023,"ZACHARY RUIZ, Christina Singleton, Clarence Singleton",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0707-001,Elements Dispensary LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Nuves, LLC",Cannabis Retailer,Active,Premises License,4/10/2022,4/10/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Nuves, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"monster house smoke, llc",Cannabis Retailer,Active,CCD-2022-0628-001,7/15/2022,7/15/2023,"Maggie Marble, Marc Splawn Sr, Maggie Marble, Maggie Marble",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0628-001,"monster house smoke, llc",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"monster house smoke, llc",Cannabis Retailer,Active,CCD-2022-0628-002,7/15/2022,7/15/2023,"Maggie Marble, Marc Splawn Sr, Maggie Marble, Maggie Marble",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0628-002,"monster house smoke, llc",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Gnomad LLC,Cannabis Retailer,Active,CCD-2022-0438-001,5/23/2022,5/23/2023,Amber Emrick,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0438-001,Gnomad LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Headquarters Cannabis Company LLC,Cannabis Retailer,Active,Premises License,4/14/2022,4/14/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Headquarters Cannabis Company LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Big Ranch Cultivation,Cannabis Retailer,Active,CCD-2022-0524-001,6/17/2022,6/17/2023,"Jose Molina, Leo Aviles",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0524-001,Big Ranch Cultivation,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Score 420,Cannabis Retailer,Active,Premises License,4/9/2022,4/9/2024,"Matthew Kopelman, Miles Diefe, Connor Deife, Miles Anson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Score 420,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Score 420,Cannabis Retailer,Active,Premises License,4/9/2022,4/9/2024,"Matthew Kopelman, Miles Diefe, Connor Deife, Miles Anson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Score 420,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Score 420,Cannabis Retailer,Active,Premises License,4/9/2022,4/9/2024,"Matthew Kopelman, Miles Diefe, Connor Deife, Miles Anson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Score 420,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Starr Budds, LLC",Cannabis Retailer,Active,CCD-2022-0498-001,6/13/2022,6/13/2023,"William Bishop, Bruce Burley",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0498-001,"Starr Budds, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"TNB Grow, LLC",Cannabis Retailer,Active,Premises License,5/31/2022,5/31/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"TNB Grow, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Releaf Cannabis CO,Cannabis Retailer,Active,CCD-2022-0600-001,7/7/2022,7/7/2023,"Amir Selimovic, Michael Hosni, Amir Selimovic",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0600-001,Releaf Cannabis CO,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Hydroguana LLC,Cannabis Retailer,Active,Premises License,6/9/2022,6/9/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Hydroguana LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Carolina's Choice, LLC",Cannabis Retailer,Active,Premises License,5/23/2022,5/23/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Carolina's Choice, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
DASH 4 CANNA,Cannabis Retailer,Active,CCD-2022-0659-001,7/28/2022,7/28/2023,Kenyatta Harris,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0659-001,DASH 4 CANNA,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Da Chronic,Cannabis Retailer,Active,CCD-2022-0680-001,8/1/2022,8/1/2023,Terrence Lynch,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0680-001,Da Chronic,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
King Cannabis LLC,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,King Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
The Green Scene L.L.C.,Cannabis Retailer,Active,CCD-2022-0543-001,6/24/2022,6/24/2023,"Rodney Curnutt, Shania Curnutt",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0543-001,The Green Scene L.L.C.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
cowboy verde llc,Cannabis Retailer,Active,CCD-2022-0126-001,3/15/2022,3/15/2024,Anthony Torrez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0126-001,cowboy verde llc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Kannabis Klub,Cannabis Retailer,Active,CCD-2022-0557-001,6/30/2022,6/30/2023,Benjamin Nunez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0557-001,Kannabis Klub,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
MF NM LLC,Cannabis Retailer,Active,CCD-2022-0525-001,6/17/2022,6/17/2023,"Winston Conkling, Kimberly Nanke",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0525-001,MF NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Healing Herbz,Cannabis Retailer,Active,CCD-2022-0510-001,6/14/2022,6/14/2023,Jeffrey Fontanilla,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0510-001,Healing Herbz,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
FAMEUS FARMS LLC,Cannabis Retailer,Active,Premises License,6/21/2022,6/21/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,FAMEUS FARMS LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Honey Sour Farms LLC,Cannabis Retailer,Active,Premises License,8/11/2022,7/25/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Honey Sour Farms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Crema Buena,Cannabis Retailer,Active,Premises License,7/6/2022,7/6/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Crema Buena,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"U La La Cannabis Company, LLC",Cannabis Retailer,Active,CCD-2022-0509-001,6/14/2022,6/14/2023,Nicholas Horner,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0509-001,"U La La Cannabis Company, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Toker King, LLC",Cannabis Retailer,Active,CCD-2022-0682-001,8/1/2022,8/1/2023,"Kevin Carter, Robert Lance, Tresa Lance",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0682-001,"Toker King, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
GRD NM LLC,Cannabis Retailer,Active,CCD-2022-0935-001,12/20/2022,12/20/2023,Jeremy Jones,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0935-001,GRD NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Mellow Harvest Dispensary LLC,Cannabis Retailer,Active,Premises License,6/17/2022,6/17/2024,"William Boston, Jacqueline Willoughby",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Mellow Harvest Dispensary LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Altitude Exotics Limited Liability Company,Cannabis Retailer,Active,Premises License,6/28/2022,6/28/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,High Altitude Exotics Limited Liability Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Bluntley, LLC",Cannabis Retailer,Active,CCD-2022-0574-001,7/1/2022,7/1/2023,"Gonzalo Chavez, Jacqueline Chavez, Gonzalo Chavez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0574-001,"Bluntley, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Canna Buddha, LLC",Cannabis Retailer,Active,CCD-2022-0737-001,8/15/2022,8/15/2023,Abdul Hamid,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0737-001,"Canna Buddha, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
D Grass Station NM LLC,Cannabis Retailer,Active,CCD-2022-0769-001,8/23/2022,8/23/2023,Pedro Perez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0769-001,D Grass Station NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Glenrio Smoke Stop LLC,Cannabis Retailer,Active,Premises License,6/21/2022,6/21/2024,"Gabrielle Tuschak, Lance Ollinger",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Glenrio Smoke Stop LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Daddy Cool LLC,Cannabis Retailer,Active,Premises License,6/14/2022,6/14/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Daddy Cool LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Medical Joint,Cannabis Retailer,Active,CCD-2023-0170-001,4/19/2023,4/18/2024,"Cassandra Robinson, Michelle Zapanta, Eric Robinson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0170-001,Medical Joint,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Hi Level Logistics,Cannabis Retailer,Active,CCD-2022-0792-001,9/2/2022,9/2/2023,Jeffrey Holmes,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0792-001,Hi Level Logistics,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Class,Cannabis Retailer,Active,Premises License,7/7/2022,7/7/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,High Class,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Route 66 Smoke Shop LLC,Cannabis Retailer,Active,CCD-2022-0563-001,6/30/2022,6/30/2023,Rafael Hernandez,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0563-001,Route 66 Smoke Shop LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Super Farm LLC,Cannabis Retailer,Active,Premises License,3/11/2022,1/21/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Super Farm LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Fresca Retail LLC,Cannabis Retailer,Active,CCD-2022-0590-001,7/6/2022,7/6/2023,Bernie Maes,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0590-001,Fresca Retail LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Cannabizia,Cannabis Retailer,Active,CCD-2022-0554-001,6/29/2022,6/29/2023,Jesus Villalobos,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0554-001,Cannabizia,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Green Central Station,Cannabis Retailer,Active,CCD-2022-0603-001,7/8/2022,7/8/2023,Joshua Shaver,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0603-001,Green Central Station,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Budding Genius LLC,Cannabis Retailer,Active,CCD-2022-0605-001,7/8/2022,7/8/2023,Denver Dunlap,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0605-001,Budding Genius LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Hookem Farms llc,Cannabis Retailer,Active,Premises License,7/14/2022,6/14/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Hookem Farms llc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Hasheesh, LLC",Cannabis Retailer,Active,CCD-2022-0898-001,11/17/2022,11/17/2023,"Alex Carrillo, Steve Carrillo, Brandon Campos",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0898-001,"Hasheesh, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Dr Green Organics Co,Cannabis Retailer,Active,Premises License,6/6/2022,6/6/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Dr Green Organics Co,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Green Kings LLC,Cannabis Retailer,Active,Premises License,6/14/2022,6/14/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Green Kings LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
toquesllc,Cannabis Retailer,Active,CCD-2022-0636-001,7/20/2022,7/20/2023,Sergio Torres,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0636-001,toquesllc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Mountain Desert Health,Cannabis Retailer,Active,CCD-2023-0081-001,2/16/2023,2/16/2024,Sharon Schaaf,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2023-0081-001,Mountain Desert Health,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
MCGFarms LLC,Cannabis Retailer,Active,CCD-2022-0612-001,7/12/2022,7/12/2023,Marshall McGinley,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0612-001,MCGFarms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
CHAOTIC BUDZ LLC,Cannabis Retailer,Active,CCD-2022-0607-001,7/11/2022,7/11/2023,"Akira Kalmiya, Vanny Chao",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0607-001,CHAOTIC BUDZ LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Modern Medz Pharm,Cannabis Retailer,Active,CCD-2022-0632-001,7/19/2022,7/19/2023,Amber Avis-Labus,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0632-001,Modern Medz Pharm,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Galileo Cannabis LLC,Cannabis Retailer,Active,CCD-2022-0614-001,7/12/2022,7/12/2023,Fausto Quezada,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0614-001,Galileo Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Da Kind Leisure Life LLC,Cannabis Retailer,Active,Premises License,8/18/2022,8/18/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Da Kind Leisure Life LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Mindful Design NM LLC,Cannabis Retailer,Active,CCD-2022-0641-001,7/21/2022,7/21/2023,"Kyle Sourbeer, Stanley Sourbeer, Elizabeth Sourbeer",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0641-001,Mindful Design NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Euphoria Group LLC,Cannabis Retailer,Active,CCD-2022-0560-001,6/30/2022,6/30/2023,"Erica Romero, Dennis Turner, Randall Johnson",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0560-001,Euphoria Group LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Green Fuego,Cannabis Retailer,Active,Premises License,6/13/2022,6/13/2023,Caryn Fiorina,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Green Fuego,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Smokin Rodz Smoke Shop LLC,Cannabis Retailer,Active,CCD-2022-0690-001,8/3/2022,8/3/2023,"Danielle Rodriguez, Elizabeth Arellano, Danielle Rodriguez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0690-001,Smokin Rodz Smoke Shop LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Great White LLC,Cannabis Retailer,Active,CCD-2022-0661-001,7/29/2022,7/29/2023,Freddy Nasrallah,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0661-001,Great White LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"GMCC, INC.",Cannabis Retailer,Active,Premises License,6/24/2022,6/24/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"GMCC, INC.",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
True Essentia,Cannabis Retailer,Active,CCD-2022-0670-001,7/29/2022,7/29/2023,Kristy Ontiveros,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0670-001,True Essentia,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Cannyall, LLC",Cannabis Retailer,Active,CCD-2022-0905-001,11/30/2022,11/30/2023,"Mike Chadima, Denise Chadima",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0905-001,"Cannyall, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Lucky Pharms LLC,Cannabis Retailer,Active,CCD-2022-0702-001,8/4/2022,8/4/2023,"Jeremy Lopez, Jessica Blanton, Matthew Blanton, Ashley Lopez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0702-001,Lucky Pharms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Lucky Pharms LLC,Cannabis Retailer,Active,CCD-2022-0702-002,8/4/2022,8/4/2023,"Jeremy Lopez, Jessica Blanton, Matthew Blanton, Ashley Lopez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0702-002,Lucky Pharms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Kindlife Kirtland, LLC",Cannabis Retailer,Active,CCD-2022-0720-001,8/9/2022,8/9/2023,"Vernon Gladden, Scott Abrahams, Anisha Lalani, Jayson Kain",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0720-001,"Kindlife Kirtland, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
La Mota New Mexico LLC,Cannabis Retailer,Active,CCD-2022-0664-001,7/29/2022,7/29/2023,Aaron Mitchell,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0664-001,La Mota New Mexico LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
La Mota New Mexico LLC,Cannabis Retailer,Active,CCD-2022-0664-002,7/29/2022,7/29/2023,Aaron Mitchell,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0664-002,La Mota New Mexico LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
La Mota New Mexico LLC,Cannabis Retailer,Active,CCD-2022-0664-003,7/29/2022,7/29/2023,Aaron Mitchell,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0664-003,La Mota New Mexico LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
