Medical ,activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code,medical
,,False,"JAWS Ventures, Inc.",,"JAWS Ventures, Inc.",Rebekah Bromberg,314-303-8405,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000206,,medical,DIS000206,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63110,,38.6212468,-90.2526163,MO,63110,True
,,True,"The Forest Kansas City, LLC",,"The Forest Kansas City, LLC",Kathryn Hart,321-831-2996,,Jackson County,2023-08-13T17:09:36.235547,,DIS000207,,adult-use,DIS000207,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108,False
,,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000208,,adult-use,DIS000208,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63044,St. Louis County,38.767401,-90.44080369999999,MO,63044,False
,,False,"MOTACANN Holdings, LLC",,"MOTACANN Holdings, LLC",Zelletta Wyatt,312-909-5092,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000209,,medical,DIS000209,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63146,St. Louis County,38.6887567,-90.4643906,MO,63146,True
,,True,"SLCC, LLC",,"SLCC, LLC",Katie Davies,907-952-2328,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000210,,adult-use,DIS000210,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,,38.6290512,-90.2787956,MO,63117,False
,,True,"OWG II, LLC",,"OWG II, LLC",Stephanie Stenger,417-889-4300,,Polk County,2023-08-13T17:09:36.235547,,DIS000211,,adult-use,DIS000211,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65613,Polk County,37.6144838,-93.4104749,MO,65613,False
,,True,"Mo Retail Products Group, Inc.",,"Mo Retail Products Group, Inc.",Nancy Price,417-343-8257,,Pulaski County,2023-08-13T17:09:36.235547,,DIS000212,,adult-use,DIS000212,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Pulaski County,37.8280961,-92.17766639999999,MO,65584,False
,,True,"Mo Retail Products Group, Inc.",,"Mo Retail Products Group, Inc.",Nancy Price,417-343-8257,,Jackson County,2023-08-13T17:09:36.235547,,DIS000213,,adult-use,DIS000213,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64086,Jackson County,38.9197046,-94.2846246,MO,64086,False
,,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Jackson County,2023-08-13T17:09:36.235547,,DIS000214,,adult-use,DIS000214,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64133,Jackson County,39.01771859999999,-94.4490836,MO,64133,False
,,True,"Morganic Remedies MO, Inc.",,"Morganic Remedies MO, Inc.",Theodore Blum,847-945-4555,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000215,,adult-use,DIS000215,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63005,,38.6299452,-90.6962853,MO,63005,False
,,False,Missouri Medical Marijuana Collective LLC,,Missouri Medical Marijuana Collective LLC,Justin  Neely,314-718-0279,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000216,,medical,DIS000216,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Festus,Jefferson County,38.2347603,-90.3882363,MO,63028,True
,,True,Certified Alternative Medicine Providers,,Certified Alternative Medicine Providers,Susan Griffith,573-424-4951,,Cole County,2023-08-13T17:09:36.235547,,DIS000217,,adult-use,DIS000217,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Jefferson City,Cole County,38.570191,-92.2387536,MO,65109,False
,,False,4Releaf Wellness Center LLC,,4Releaf Wellness Center LLC,Kimberly Egelhoff,314-277-5195,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000218,,medical,DIS000218,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63376,St. Charles County,38.7874699,-90.6298922,MO,63376,True
,,False,"OZ APP, LLC",,"OZ APP, LLC",Lisa Gray,573-482-5836,,St. Francois County,2023-08-13T17:09:36.235547,,DIS000219,,medical,DIS000219,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63640,,37.7655626,-90.4125181,MO,63640,True
,,False,ROI Wellness Center IV LLC,,ROI Wellness Center IV LLC,Jared Bradley,417-848-8055,,Camden County,2023-08-13T17:09:36.235547,,DIS000220,,medical,DIS000220,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Miller County,38.1986435,-92.6387968,MO,65049,True
,,False,SMO3 INC,,SMO3 INC,LeAnne Dickerson,816-810-3236,,Cass County,2023-08-13T17:09:36.235547,,DIS000221,,medical,DIS000221,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64012,Cass County,38.7952436,-94.5418141,MO,64012,True
,,False,Feel State Inc.,,Feel State Inc.,David Melnick,314-583-2207,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000222,,medical,DIS000222,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63703,Cape Girardeau County,37.2856186,-89.5403279,MO,63703,True
,,False,"VMO-Ops, Inc",,"VMO-Ops, Inc",Jamil Taylor,240-418-2120,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000002,,medical,MAN000002,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63120,,38.6893721,-90.266699,MO,63120,True
,,False,Red Tractor Cultivation LLC,,Red Tractor Cultivation LLC,Kelly Waggoner,402-650-0306,,Jackson County,2023-08-13T17:09:44.378795,,MAN000005,,medical,MAN000005,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64120,Jackson County,39.1347147,-94.5160396,MO,64120,True
,,True,"MR 5025 OH100, LLC",,"MR 5025 OH100, LLC",Jack Coatar,314-333-3918,,Franklin County,2023-08-13T17:09:44.378795,,MAN000006,,adult-use,MAN000006,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Franklin County,38.55810719999999,-91.01208779999999,MO,63090,False
,,True,Agri-Genesis LLC,,Agri-Genesis LLC,Neal Minor,660-851-1660,,Macon County,2023-08-13T17:09:44.378795,,MAN000007,,adult-use,MAN000007,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Macon,Macon County,39.7662896,-92.455834,MO,63552,False
,,True,Happy Days LLC,,Happy Days LLC,Leanne Dickerson,816-810-3236,,Greene County,2023-08-13T17:09:44.378795,,MAN000008,,adult-use,MAN000008,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802,False
,,True,"BB Technologies, LLC",,"BB Technologies, LLC",Nicholas  Rinella,312-925-1217,,Jackson County,2023-08-13T17:09:44.378795,,MAN000009,,adult-use,MAN000009,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65582,Maries County,38.1867085,-91.94711199999999,MO,64106,False
,,True,1913 Carrollton Manufacturing LLC,,1913 Carrollton Manufacturing LLC,Nathaniel Kurash,216-577-9178,,Carroll County,2023-08-13T17:09:44.378795,,MAN000010,,adult-use,MAN000010,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64633,Carroll County,39.3583539,-93.4957675,MO,64633,False
,,True,BTMD Holdings LLC,,BTMD Holdings LLC,Cameron Fraker,319-521-1850,,Morgan County,2023-08-13T17:09:44.378795,,MAN000011,,adult-use,MAN000011,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Morgan County,38.3083614,-92.8254697,MO,65037,False
,,True,"Standard Wellness Missouri, LLC",,"Standard Wellness Missouri, LLC",Katie Hart,321-831-2996,,Audrain County,2023-08-13T17:09:44.378795,,MAN000012,,adult-use,MAN000012,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Vandalia,Audrain County,39.3061447,-91.4744262,MO,63382,False
,,True,"Monarch Advanced Sciences, LLC",,"Monarch Advanced Sciences, LLC",Corey Christanell,314-393-9286,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000013,,adult-use,MAN000013,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63134,St. Louis County,38.7415569,-90.3418927,MO,63134,False
,,True,Heya Excello MIP LLC,,Heya Excello MIP LLC,Carl Bearden,314-560-4597,,Macon County,2023-08-13T17:09:44.378795,,MAN000014,,adult-use,MAN000014,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65247,Macon County,39.636145,-92.47546249999999,MO,65247,False
,,True,"Noah's Arc Foundation MAN15, LLC",,"Noah's Arc Foundation MAN15, LLC",David Sciortino,314-580-6916,,Jackson County,2023-08-13T17:09:44.378795,,MAN000015,,adult-use,MAN000015,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64108,False
,,True,"CPC of Missouri - Smithville, LLC",,"CPC of Missouri - Smithville, LLC",Lee Hoffman,785-766-0288,,Clay County,2023-08-13T17:09:44.378795,,MAN000016,,adult-use,MAN000016,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Smithville,Clay County,39.3638732,-94.5891504,MO,64089,False
,,True,"Flora Ceres Charlotte, Inc.",,"Flora Ceres Charlotte, Inc.",Christopher  Miller,317-366-5522,,Jackson County,2023-08-13T17:09:44.378795,,MAN000017,,adult-use,MAN000017,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108,False
,,True,"SMA Manufacturing, LLC",,"SMA Manufacturing, LLC",Brooke Foster,660-651-3252,,Shelby County,2023-08-13T17:09:44.378795,,MAN000018,,adult-use,MAN000018,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63437,Shelby County,39.7419808,-92.25851519999999,MO,63437,False
,,True,"Flora Ceres, Inc.",,"Flora Ceres, Inc.",Cole  Swoboda,970-485-5730,,Carroll County,2023-08-13T17:09:44.378795,,MAN000019,,adult-use,MAN000019,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64633,Carroll County,39.3583539,-93.4957675,MO,64633,False
,,True,5150 Processing LLC,,5150 Processing LLC,Bradford Goette,314-448-3848,,Jefferson County,2023-08-13T17:09:44.378795,,MAN000020,,adult-use,MAN000020,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000021,,adult-use,MAN000021,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63118,,38.5950619,-90.2291565,MO,63118,False
,,True,"Delta Extraction, LLC",,"Delta Extraction, LLC",Jason Kabbes,937-631-9094,,Franklin County,2023-08-13T17:09:44.378795,,MAN000022,,adult-use,MAN000022,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63072,Franklin County,38.4147749,-90.8140224,MO,63072,False
,,True,"SLCC, LLC",,"SLCC, LLC",Jason Kabbes,937-631-9094,,Jackson County,2023-08-13T17:09:44.378795,,MAN000023,,adult-use,MAN000023,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000024,,adult-use,MAN000024,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63110,,38.6212468,-90.2526163,MO,63110,False
,,True,Next Wave MO LLC,,Next Wave MO LLC,Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:44.378795,,MAN000029,,adult-use,MAN000029,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130,False
,,True,"Bootheel CannaCare Columbia, LLC",,"Bootheel CannaCare Columbia, LLC",Lori Garrett,573-359-4963,,Boone County,2023-08-13T17:09:44.378795,,MAN000030,,adult-use,MAN000030,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Columbia,Boone County,38.9451555,-92.2956971,MO,65202,False
,,True,GF Production Lab LLC,,GF Production Lab LLC,Joseph Delia,314-282-4679,,Crawford County,2023-08-13T17:09:44.378795,,MAN000034,,adult-use,MAN000034,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453,False
,,True,"Robust Missouri Process and Manufacturing 2, LLC",,"Robust Missouri Process and Manufacturing 2, LLC",Tyler Hannegan,636-299-3592,,Crawford County,2023-08-13T17:09:44.378795,,MAN000035,,adult-use,MAN000035,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453,False
,,True,Columbia Care MO LLC,,Columbia Care MO LLC,Jeff Fike,314-324-7460,,Boone County,2023-08-13T17:09:44.378795,,MAN000036,,adult-use,MAN000036,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Boone County,38.9517053,-92.3340724,MO,65202,False
,,True,1913 Waynesville LLC,,1913 Waynesville LLC,Nathaniel Kurash,216-577-9178,,Pulaski County,2023-08-13T17:09:44.378795,,MAN000037,,adult-use,MAN000037,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65583,Pulaski County,37.8286516,-92.2007227,MO,65583,False
,,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Scott County,2023-08-13T17:09:44.378795,,MAN000038,,adult-use,MAN000038,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63740,Scott County,37.1800513,-89.65508960000001,MO,63740,False
,,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000040,,adult-use,MAN000040,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042,False
,,True,1913 Vandalia LLC,,1913 Vandalia LLC,Nathaniel Kurash,216-577-9178,,Audrain County,2023-08-13T17:09:44.378795,,MAN000041,,adult-use,MAN000041,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63382,Audrain County,39.3108745,-91.48848869999999,MO,63382,False
,,True,GF Extraction Lab LLC,,GF Extraction Lab LLC,Joseph Delia,314-282-4679,,Crawford County,2023-08-13T17:09:44.378795,,MAN000042,,adult-use,MAN000042,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453,False
,,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000043,,adult-use,MAN000043,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Florissant,St. Louis County,38.7719687,-90.2726138,MO,63144,False
,,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2023-08-13T17:09:44.378795,,MAN000044,,adult-use,MAN000044,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804,False
,,True,Noah's Arc Foundation LLC,,Noah's Arc Foundation LLC,David Sciortino,314-580-6916,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000046,,adult-use,MAN000046,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,St. Louis County,38.727922,-90.33736069999999,MO,63134,False
,,True,Curador Labs LLC,,Curador Labs LLC,Cory Sanson,314-339-3518,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000047,,adult-use,MAN000047,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,,38.6956502,-90.2231989,MO,63147,False
,,True,"Teal Labs, LLC",,"Teal Labs, LLC",Adolphus Busch,314-393-9748,,St. Charles County,2023-08-13T17:09:44.378795,,MAN000049,,adult-use,MAN000049,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63376,St. Charles County,38.81123729999999,-90.6409272,MO,63376,False
,,True,"Certified Alternative Medicine Providers, LLC",,"Certified Alternative Medicine Providers, LLC",Susan Griffith,573-424-4951,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000051,,adult-use,MAN000051,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,,38.643604,-90.1957872,MO,63147,False
,,True,"Teal Labs II, LLC",,"Teal Labs II, LLC",Adolphus Busch,314-393-9748,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000052,,adult-use,MAN000052,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63102,,38.623996,-90.18462170000001,MO,63102,False
,,True,"Revival 98, LLC",,"Revival 98, LLC",Grant Wistrom,314-324-9793,,Bates County,2023-08-13T17:09:44.378795,,MAN000053,,adult-use,MAN000053,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64730,Bates County,38.2586347,-94.33050589999999,MO,64730,False
,,True,"Monarch Advanced Sciences, LLC",,"Monarch Advanced Sciences, LLC",Corey Christanell,314-393-9286,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000054,,adult-use,MAN000054,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63102,,38.623996,-90.18462170000001,MO,63102,False
,,True,Blue Arrow Holdings LLC,,Blue Arrow Holdings LLC,Zach Voudrie,314-359-1987,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000056,,adult-use,MAN000056,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63147,,38.6999486,-90.2197765,MO,63147,False
,,True,Alpha Fusion Extracts LLC,,Alpha Fusion Extracts LLC,Alex Close,614-296-7521,,Greene County,2023-08-13T17:09:44.378795,,MAN000057,,adult-use,MAN000057,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63645,Madison County,37.55977540000001,-90.2940069,MO,65803,False
,,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jackson County,2023-08-13T17:09:44.378795,,MAN000058,,adult-use,MAN000058,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130,False
,,True,"Missouri Wellness, LLC",,"Missouri Wellness, LLC",Glenda White,314-960-2525,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000062,,adult-use,MAN000062,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63045,St. Louis County,38.7699175,-90.4667501,MO,63045,False
,,False,Kindbio LLC,,Kindbio LLC,Kurt Heidrich,314-799-5146,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000063,,medical,MAN000063,Inactive,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63147,,38.6999486,-90.2197765,MO,63147,True
,,True,"MOTACANN Holdings, LLC",,"MOTACANN Holdings, LLC",Zelletta Wyatt,312-909-5092,,St. Charles County,2023-08-13T17:09:44.378795,,MAN000064,,adult-use,MAN000064,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63366,St. Charles County,38.8809704,-90.73427339999999,MO,63366,False
,,True,"GF Saint Mary, LLC",,"GF Saint Mary, LLC",Wesley Greene,314-814-5493,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000065,,adult-use,MAN000065,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63147,,38.6999486,-90.2197765,MO,63147,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000068,,adult-use,MAN000068,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63045,False
,,True,"V3 MO Processing 1, LLC",,"V3 MO Processing 1, LLC",Nick Liaromatis,630-747-3542,,Jackson County,2023-08-13T17:09:44.378795,,MAN000069,,adult-use,MAN000069,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127,False
,,True,"Flora Ceres, Inc.",,"Flora Ceres, Inc.",Christopher Miller,317-366-5522,,Platte County,2023-08-13T17:09:44.378795,,MAN000070,,adult-use,MAN000070,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64439,Platte County,39.5219411,-94.76996079999999,MO,64439,False
,,False,CannaVer LLC,,CannaVer LLC,Alex Romero,303-819-7194,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000071,,medical,MAN000071,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042,True
,,False,"CannaVer, LLC",,"CannaVer, LLC",Alex Romero,303-819-7194,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000072,,medical,MAN000072,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042,True
,,False,"CannaVer, LLC",,"CannaVer, LLC",Alex Romero,303-819-7194,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000073,,medical,MAN000073,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042,True
,,True,"Green Four Ventures, LLC",,"Green Four Ventures, LLC",Alissa Farquhar,816-516-2607,,Jackson County,2023-08-13T17:09:44.378795,,MAN000074,,adult-use,MAN000074,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Kansas City,Jackson County,39.144717,-94.5136394,MO,64120,False
,,True,Heya Kirksville MIP LLC,,Heya Kirksville MIP LLC,Carl Bearden,314-560-4597,,Adair County,2023-08-13T17:09:44.378795,,MAN000075,,adult-use,MAN000075,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63546,Schuyler County,40.34697490000001,-92.5690817,MO,63546,False
,,True,"Green Four Ventures, LLC",,"Green Four Ventures, LLC",Alissa Farquhar,816-516-2607,,Jackson County,2023-08-13T17:09:44.378795,,MAN000076,,adult-use,MAN000076,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,Kansas City,Jackson County,39.144717,-94.5136394,MO,64120,False
,,True,GF Infused Products LLC,,GF Infused Products LLC,Joseph Delia,314-282-4679,,Crawford County,2023-08-13T17:09:44.378795,,MAN000077,,adult-use,MAN000077,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453,False
,,True,TC AppliCo LLC,,TC AppliCo LLC,Mindy Mahn,314-276-1947,,Jackson County,2023-08-13T17:09:44.378795,,MAN000078,,adult-use,MAN000078,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64030,Jackson County,38.88955259999999,-94.53150289999999,MO,64030,False
,,True,Heartland Enterprises L.L.C.,,Heartland Enterprises L.L.C.,Michael Pearcy,417-894-3911,,Dallas County,2023-08-13T17:09:44.378795,,MAN000079,,adult-use,MAN000079,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65622,Dallas County,37.6439289,-93.0924093,MO,65622,False
,,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",Jordan Starke,816-832-8882,,Platte County,2023-08-13T17:09:44.378795,,MAN000080,,adult-use,MAN000080,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64150,Platte County,39.1775031,-94.61301209999999,MO,64150,False
,,True,"C4, LLC",,"C4, LLC",Ty Klein,816-872-6116,,Carroll County,2023-08-13T17:09:44.378795,,MAN000081,,adult-use,MAN000081,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64633,Carroll County,39.3583539,-93.4957675,MO,64633,False
,,True,"Vertical Enterprise, LLC",,"Vertical Enterprise, LLC",Andrew Goodwin,816-582-3459,,Buchanan County,2023-08-13T17:09:44.378795,,MAN000082,,adult-use,MAN000082,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St Joseph,Buchanan County,39.774855,-94.80387619999999,MO,64507,False
,,True,"Bloom Medicinals of MO – Cultivation 2, LLC",,"Bloom Medicinals of MO – Cultivation 2, LLC",Nicole Stark,561-305-3656,,Clinton County,2023-08-13T17:09:44.378795,,MAN000083,,adult-use,MAN000083,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 64429,Clinton County,39.7402801,-94.241057,MO,64429,False
,,True,Heya St. Ann MIP LLC,,Heya St. Ann MIP LLC,Carl Bearden,314-560-4597,,St. Louis County,2023-08-13T17:09:44.378795,,MAN000084,,adult-use,MAN000084,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St Ann,St. Louis County,38.7303723,-90.38081269999999,MO,63074,False
,,False,"Flagstaff, Inc.",,"Flagstaff, Inc.",Brad  Wideman,314-225-7496,,Perry County,2023-08-13T17:09:44.378795,,MAN000085,,medical,MAN000085,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63775,Perry County,37.7242202,-89.8612196,MO,63775,True
,,True,Nodaway Holdings LLC,,Nodaway Holdings LLC,,417-754-3050,,Polk County,2023-08-13T17:09:44.378795,,MAN000086,,adult-use,MAN000086,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 65674,Polk County,37.7944806,-93.57798149999999,MO,65674,False
,,False,"MidAmeriCanna, LLC",,"MidAmeriCanna, LLC",Charles Walker,862-520-8514,,St. Louis city,2023-08-13T17:09:44.378795,,MAN000087,,medical,MAN000087,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,St. Louis,,38.6303864,-90.1842977,MO,63115,True
,,True,"Blue Sky Health & Wellness, LLC",,"Blue Sky Health & Wellness, LLC",Ketan Patel,314-280-5231,,Montgomery County,2023-08-13T17:09:44.378795,,MAN000088,,adult-use,MAN000088,Active,,,infused-product-manufacturing,Missouri Department of Health and Senior Services,MDHSS,,MO 63351,Montgomery County,38.8533773,-91.3059895,MO,63351,False
