business_dba_name,premise_city,premise_county,premise_street_address,premise_zip_code,licensing_authority_id,licensing_authority,license_status,license_designation,premise_state,business_image_url,license_status_date,license_term,issue_date,expiration_date,business_email,business_owner_name,business_structure,business_website,activity,business_phone,parcel_number,business_legal_name,data_refreshed_date,license_number,license_type,id,premise_latitude,premise_longitude
Mongoose Cannabis,Portland,Multnomah,3123 Se Belmont St.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MONGOOSE CANNABIS,2023-05-02T00:00:00,050 101105215C0,Recreational Retailer,050 101105215C0,45.5166418,-122.6331639
Moss Crossing,Portland,Multnomah,1632 Se 10Th Ave,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MOSS CROSSING,2023-05-02T00:00:00,050 1017411BF2D,Recreational Retailer,050 1017411BF2D,45.5110985,-122.6554556
Mr. Nice Guy Holgate,Portland,Multnomah,11030 Se Holgate Blvd,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MR. NICE GUY HOLGATE,2023-05-02T00:00:00,050 100099996CC,Recreational Retailer,050 100099996CC,45.489576,-122.5493338
Mr. Nice Guy Portland,Portland,Multnomah,81 Ne Columbia Blvd Ste A,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MR. NICE GUY PORTLAND,2023-05-02T00:00:00,050 10217737A2D,Recreational Retailer,050 10217737A2D,45.58259109999999,-122.6652733
Mr. Nice Guy Retail,Portland,Multnomah,8106 North Interstate Ave.,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MR. NICE GUY RETAIL,2023-05-02T00:00:00,050 101185528BE,Recreational Retailer,050 101185528BE,45.5817842,-122.6816479
Multnomah Greens,Portland,Multnomah,3005 Sw Multnomah Blvd.,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MULTNOMAH GREENS,2023-05-02T00:00:00,050 1007856B38D,Recreational Retailer,050 1007856B38D,45.4666161,-122.7078858
Natural Remedies,Portland,Multnomah,8720 Sw Barbur Ct Suite Z,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NATURAL REMEDIES,2023-05-02T00:00:00,050 10045414F9E,Recreational Retailer,050 10045414F9E,45.4619264,-122.7036423
Natural Wonders,Portland,Multnomah,3831 Se Main St.,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NATURAL WONDERS,2023-05-02T00:00:00,050 1003343AD7E,Recreational Retailer,050 1003343AD7E,45.51379,-122.6238114
Nebula Cannabis,Portland,Multnomah,11605 Se Powell Blvd,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NEBULA CANNABIS,2023-05-02T00:00:00,050 10104115CC6,Recreational Retailer,050 10104115CC6,45.4971002,-122.5432427
Nectar,Portland,Multnomah,3350 Ne Sandy Blvd,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5318842,-122.6296644
Nectar,Portland,Multnomah,10931 Sw 53Rd Avenue,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.4462693,-122.7313552
Nectar,Portland,Multnomah,4125 N Mississippi Avenue,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5537654,-122.675767
Nectar,Portland,Multnomah,9222 Se Woodstock Ave,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.4788501,-122.5682091
Nectar,Portland,Multnomah,9127 Se Stark Street,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5192923,-122.5695328
Nectar,Portland,Multnomah,8601 Sw Terwilliger Blvd,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.4624019,-122.6853258
Nectar,Portland,Multnomah,4709 Sw Beaverton Hillsdale Hwy.,97221,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.486191,-122.7250944
Nectar,Portland,Multnomah,9735 Se Washington St.,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5186812,-122.5629334
Nectar,Portland,Multnomah,2367 Se 122Nd Ave,97233,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5051154,-122.5380577
Nectar,Portland,Multnomah,2123 Se Division St Ste 100,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5050903,-122.6439941
Nectar,Portland,Multnomah,2338 Ne Alberta St,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10001759551,Recreational Retailer,050 10001759551,45.5589462,-122.6411529
Nectar Markets,Portland,Multnomah,1019 Ne 122Nd Avenue,97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR MARKETS,2023-05-02T00:00:00,050 1011298F0B2,Recreational Retailer,050 1011298F0B2,45.5300417,-122.5380381
"Nectar Markets, Llc",Portland,Multnomah,1624 Ne 181St,97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"NECTAR MARKETS, LLC",2023-05-02T00:00:00,050 1011795F274,Recreational Retailer,050 1011795F274,45.5350353,-122.4768671
"Nectar Markets, Llc",Portland,Multnomah,2422 Se Hawthorne Blvd,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"NECTAR MARKETS, LLC",2023-05-02T00:00:00,050 1011795F274,Recreational Retailer,050 1011795F274,45.5118932,-122.6410497
Nectar; Nectar Markets,Portland,Multnomah,6714 Ne Sandy Blvd,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR; NECTAR MARKETS,2023-05-02T00:00:00,050 10166519CEB,Recreational Retailer,050 10166519CEB,45.5462238,-122.5938606
Oasis Cannabis,Portland,Multnomah,4931 Ne 33Rd Avenue,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OASIS CANNABIS,2023-05-02T00:00:00,050 1017045E3B9,Recreational Retailer,050 1017045E3B9,45.5588495,-122.6308904
One Draw Two,Portland,Multnomah,11711 Ne Halsey Street,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ONE DRAW TWO,2023-05-02T00:00:00,050 1005314D346,Recreational Retailer,050 1005314D346,45.533745,-122.5424614
Oregon Bud Company,Portland,Multnomah,5515 Se 122 Ave,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON BUD COMPANY,2023-05-02T00:00:00,050 10109202F8F,Recreational Retailer,050 10109202F8F,45.4826828,-122.5382646
Oregon Bud Company,Portland,Multnomah,4511 Se Cesar E Chavez Blvd,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGON BUD COMPANY,2023-05-02T00:00:00,050 10109202F8F,Recreational Retailer,050 10109202F8F,45.4900373,-122.6231795
Oregon Grown,Portland,Multnomah,324 Se 82Nd Ave,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGON GROWN,2023-05-02T00:00:00,050 101460884BD,Recreational Retailer,050 101460884BD,45.5200685,-122.5786858
Oregon Weedery,Portland,Multnomah,2327 Nw Kearney St,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON WEEDERY,2023-05-02T00:00:00,050 100289392BD,Recreational Retailer,050 100289392BD,45.5292973,-122.6992302
Oregon'S Best Buds,Portland,Multnomah,10128 East Burnside St. A,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON'S BEST BUDS,2023-05-02T00:00:00,050 10032511404,Recreational Retailer,050 10032511404,45.52227569999999,-122.5587272
Oregon'S Finest,Portland,Multnomah,505 Ne Grand Ave,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON'S FINEST,2023-05-02T00:00:00,050 1000162E337,Recreational Retailer,050 1000162E337,45.5267315,-122.6609593
Oregon'S Finest,Portland,Multnomah,911 Nw 14Th Ave,97209,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGON'S FINEST,2023-05-02T00:00:00,050 1000162E337,Recreational Retailer,050 1000162E337,45.5294556,-122.6855059
Oregon'S Own,Portland,Multnomah,7881 Sw Capitol Hwy,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON'S OWN,2023-05-02T00:00:00,050 10049202770,Recreational Retailer,050 10049202770,45.4678395,-122.7145615
Oregrown Portland,Portland,Multnomah,111 Ne 12Th Avenue Suite A,97110,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGROWN PORTLAND,2023-05-02T00:00:00,050 10163219ABA,Recreational Retailer,050 10163219ABA,45.5237985,-122.6538675
Owtlet,Portland,Multnomah,8140 N Commercial Ave Unit B,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OWTLET,2023-05-02T00:00:00,050 1011932D9DF,Recreational Retailer,050 1011932D9DF,45.5817354,-122.6690772
Pacific Green,Portland,Multnomah,710 Ne Killingsworth Street,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PACIFIC GREEN,2023-05-02T00:00:00,050 1003636DAFA,Recreational Retailer,050 1003636DAFA,45.5624937,-122.6584313
Pakalolo,Portland,Multnomah,1528 Se Holgate Blvd,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PAKALOLO,2023-05-02T00:00:00,050 10040109FC7,Recreational Retailer,050 10040109FC7,45.4901592,-122.6497316
Papa Buds,Portland,Multnomah,4020 Se Cesar E Chavez Blvd,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PAPA BUDS,2023-05-02T00:00:00,050 1006287B0C6,Recreational Retailer,050 1006287B0C6,45.4935896,-122.6223212
Paradise Found,Portland,Multnomah,10735 Ne Halsey St,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PARADISE FOUND,2023-05-02T00:00:00,050 1004337113E,Recreational Retailer,050 1004337113E,45.5338285,-122.5521077
Pdx Weedz,Portland,Multnomah,9810 East Burnside Street,97216,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PDX WEEDZ,2023-05-02T00:00:00,050 1017115637F,Recreational Retailer,050 1017115637F,45.5222345,-122.5625687
Plane Jane'S,Portland,Multnomah,10530 Ne Simpson St.,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PLANE JANE'S,2023-05-02T00:00:00,050 1004832102C,Recreational Retailer,050 1004832102C,45.5650778,-122.5543001
Plus Dispensary,Portland,Multnomah,45 Ne 122Nd Ave,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PLUS DISPENSARY ,2023-05-02T00:00:00,050 101048392D3,Recreational Retailer,050 101048392D3,45.5232123,-122.5380835
Portland Best Buds,Portland,Multnomah,6313B N. Lombard St,97203,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PORTLAND BEST BUDS,2023-05-02T00:00:00,050 10015902FDC,Recreational Retailer,050 10015902FDC,45.5854525,-122.7312097
Portland Canna Connection,Portland,Multnomah,1515 Se 46Th Ave,97215,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PORTLAND CANNA CONNECTION ,2023-05-02T00:00:00,050 1004282BD55,Recreational Retailer,050 1004282BD55,45.51175749999999,-122.6154961
Portland Pot Shop,Portland,Multnomah,4730 N Lombard St,97203,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PORTLAND POT SHOP,2023-05-02T00:00:00,050 10041804D94,Recreational Retailer,050 10041804D94,45.5795,-122.7164833
Potland,Portland,Multnomah,1761 Ne Dekum St,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,POTLAND,2023-05-02T00:00:00,050 10113847600,Recreational Retailer,050 10113847600,45.57212639999999,-122.6471007
Potmates,Portland,Multnomah,4607 Sw Beaverton Hillsdale Hwy,97221,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,POTMATES,2023-05-02T00:00:00,050 101144582D7,Recreational Retailer,050 101144582D7,45.48606849999999,-122.7243009
Puddletown Organics,Portland,Multnomah,8201 Se Powell Blvd Suite F,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PUDDLETOWN ORGANICS,2023-05-02T00:00:00,050 1002115B192,Recreational Retailer,050 1002115B192,45.4978656,-122.5780656
Pur Roots,Portland,Multnomah,5816 Ne Portland Hwy,97218,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PUR ROOTS,2023-05-02T00:00:00,050 1004701F805,Recreational Retailer,050 1004701F805,45.5671506,-122.6027742
Pur Roots (Powell),Portland,Multnomah,8701 Se Powell Blvd,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PUR ROOTS (POWELL),2023-05-02T00:00:00,050 10220347D48,Recreational Retailer,050 10220347D48,45.4977844,-122.5731153
Pure Green,Portland,Multnomah,3738 Ne Sandy Blvd,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PURE GREEN,2023-05-02T00:00:00,050 10189027304,Recreational Retailer,050 10189027304,45.5340102,-122.624239
Refinery Canna Connoisseur,Portland,Multnomah,2707 Ne Broadway St.,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,REFINERY CANNA CONNOISSEUR,2023-05-02T00:00:00,050 1003834AEE9,Recreational Retailer,050 1003834AEE9,45.5353804,-122.6379357
Refinery Canna Connoisseur,Portland,Multnomah,2627 Ne Broadway,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,REFINERY CANNA CONNOISSEUR,2023-05-02T00:00:00,050 1003834AEE9,Recreational Retailer,050 1003834AEE9,45.5353747,-122.6385311
Releaf Health,Portland,Multnomah,3213 Ne Martin Luther King Jr Blvd,97212,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,RELEAF HEALTH,2023-05-02T00:00:00,050 10070500173,Recreational Retailer,050 10070500173,45.54635469999999,-122.6618614
Rip City Delivery,Portland,Multnomah,3518 Sw Multnomah Blvd,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,RIP CITY DELIVERY,2023-05-02T00:00:00,050 1006368EB36,Recreational Retailer,050 1006368EB36,45.4670002,-122.713361
Rj'S Leaf,Portland,Multnomah,5501 Nw St. Helen'S Road,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,RJ'S LEAF,2023-05-02T00:00:00,050 10129671010,Recreational Retailer,050 10129671010,45.5478224,-122.7288206
Rose Budz Pdx,Portland,Multnomah,2410 N Mississippi Ave,97227,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ROSE BUDZ PDX,2023-05-02T00:00:00,050 10168108EB5,Recreational Retailer,050 10168108EB5,45.5400656,-122.6754927
Satchel,Portland,Multnomah,6900 N. Interstate Avenue,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SATCHEL,2023-05-02T00:00:00,050 10008176667,Recreational Retailer,050 10008176667,45.5728418,-122.6818635
Sensible Cannabis Company,Portland,Multnomah,1926 Ne 40Th Ave,97212,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SENSIBLE CANNABIS COMPANY,2023-05-02T00:00:00,050 10201128197,Recreational Retailer,050 10201128197,45.5369292,-122.6218167
Sensimilla,Portland,Multnomah,3210 N Lombard St,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SENSIMILLA,2023-05-02T00:00:00,050 10127610CE8,Recreational Retailer,050 10127610CE8,45.5769217,-122.6996189
Serra Belmont,Portland,Multnomah,2519 Se Belmont,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SERRA BELMONT,2023-05-02T00:00:00,050 1001606EE83,Recreational Retailer,050 1001606EE83,45.5165868,-122.6396356
Serra Downtown,Portland,Multnomah,220 Sw First Avenue,97204,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SERRA DOWNTOWN,2023-05-02T00:00:00,050 10020753B7D,Recreational Retailer,050 10020753B7D,45.5206144,-122.6718377
Shaman Cannabis - Columbia,Portland,Multnomah,3829 Ne Columbia Blvd,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SHAMAN CANNABIS - COLUMBIA,2023-05-02T00:00:00,050 100968483EA,Recreational Retailer,050 100968483EA,45.5726678,-122.6236892
Shango Premium Cannabis,Portland,Multnomah,6033-A Ne Win Sivers Drive,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SHANGO PREMIUM CANNABIS,2023-05-02T00:00:00,050 10034516B89,Recreational Retailer,050 10034516B89,45.5667827,-122.5382272
Shango Premium Cannabis,Portland,Multnomah,8056 Se Harold St,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SHANGO PREMIUM CANNABIS,2023-05-02T00:00:00,050 10034516B89,Recreational Retailer,050 10034516B89,45.4828872,-122.5801791
Silver Stem Fine Cannabis,Portland,Multnomah,12240 N Jantzen Dr,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SILVER STEM FINE CANNABIS,2023-05-02T00:00:00,050 10001534ACF,Recreational Retailer,050 10001534ACF,45.6115031,-122.675897
Silverstreak,Portland,Multnomah,4455 Se 24Th Ave.,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SILVERSTREAK,2023-05-02T00:00:00,050 10182979513,Recreational Retailer,050 10182979513,45.4907868,-122.641679
Slim'S Topshelf,Portland,Multnomah,4936 North Williams Ave,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SLIM'S TOPSHELF,2023-05-02T00:00:00,050 102340533D3,Recreational Retailer,050 102340533D3,45.5588185,-122.6664192
Smooth Roots (Greeley),Portland,Multnomah,5938 N Greeley Ave,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SMOOTH ROOTS (GREELEY),2023-05-02T00:00:00,050 102238492F7,Recreational Retailer,050 102238492F7,45.566258,-122.6953115
Somewhere,Portland,Multnomah,2128 Nw Overton Street,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SOMEWHERE,2023-05-02T00:00:00,050 10088208976,Recreational Retailer,050 10088208976,45.53184419999999,-122.6950631
Sweet Leaf Illusions,Portland,Multnomah,8434 Se 82Nd Ave,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SWEET LEAF ILLUSIONS,2023-05-02T00:00:00,050 10059292304,Recreational Retailer,050 10059292304,45.4626417,-122.5788668
Tetra Pdx,Portland,Multnomah,1815 N. Williams Ave.,97227,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TETRA PDX,2023-05-02T00:00:00,050 1010795A99E,Recreational Retailer,050 1010795A99E,45.5359917,-122.6668441
The Canna Shoppe,Portland,Multnomah,925 N Anchor Way,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE CANNA SHOPPE,2023-05-02T00:00:00,050 10099690C5E,Recreational Retailer,050 10099690C5E,45.6031852,-122.6761103
The Canna Shoppe,Portland,Multnomah,6316 Ne Halsey St,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE CANNA SHOPPE ,2023-05-02T00:00:00,050 10099690C5E,Recreational Retailer,050 10099690C5E,45.5335771,-122.5984885
The Dime Store,Portland,Multnomah,8218 Se Holgate Blvd.,97266,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE DIME STORE ,2023-05-02T00:00:00,050 10082411AE5,Recreational Retailer,050 10082411AE5,45.4899915,-122.5783662
The Dispensary On 52Nd,Portland,Multnomah,4452 Se 52Nd Ave,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE DISPENSARY ON 52ND,2023-05-02T00:00:00,050 1000236A6D2,Recreational Retailer,050 1000236A6D2,45.4904093,-122.6087106
The Green Front,Portland,Multnomah,6834 Ne Glisan St.,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE GREEN FRONT,2023-05-02T00:00:00,050 100236001BA,Recreational Retailer,050 100236001BA,45.526316,-122.5926722
The Green Planet,Portland,Multnomah,17332 Se Powell Blvd,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE GREEN PLANET,2023-05-02T00:00:00,050 1011548412A,Recreational Retailer,050 1011548412A,45.4919888,-122.485318
The Green Remedy,Portland,Multnomah,12436 Se Powell Blvd.,97236,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE GREEN REMEDY,2023-05-02T00:00:00,050 101869530C3,Recreational Retailer,050 101869530C3,45.49694419999999,-122.5349835
The New Amsterdam,Portland,Multnomah,2201 N Killingsworth St,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE NEW AMSTERDAM,2023-05-02T00:00:00,050 10034282CCC,Recreational Retailer,050 10034282CCC,45.562926,-122.6894563
Thurman Street Collective,Portland,Multnomah,2384 Nw Thurman St,97210,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THURMAN STREET COLLECTIVE ,2023-05-02T00:00:00,050 10023615819,Recreational Retailer,050 10023615819,45.53527589999999,-122.7005718
Tj'S On Powell,Portland,Multnomah,7827 Se Powell Blvd,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TJ'S ON POWELL,2023-05-02T00:00:00,050 10146522DCF,Recreational Retailer,050 10146522DCF,45.4976862,-122.5821616
"Today'S Herbal Choice Barbur, Llc",Portland,Multnomah,9220 S.W Barbur Blvd Suite 107,97219,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"TODAY'S HERBAL CHOICE BARBUR, LLC",2023-05-02T00:00:00,050 1010496F611,Recreational Retailer,050 1010496F611,45.458819,-122.7084381
Trap Boys,Portland,Multnomah,4565 Ne 60Th Ave,97218,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TRAP BOYS,2023-05-02T00:00:00,050 1022326C5A9,Recreational Retailer,050 1022326C5A9,45.5563957,-122.6011284
Tree House Collective,Portland,Multnomah,2419 Ne Sandy Blvd,97232,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TREE HOUSE COLLECTIVE,2023-05-02T00:00:00,050 1004294B93A,Recreational Retailer,050 1004294B93A,45.5277718,-122.6411621
Treehouse North,Portland,Multnomah,5701 N Lombard St,97203,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TREEHOUSE NORTH,2023-05-02T00:00:00,050 10225541A5A,Recreational Retailer,050 10225541A5A,45.5837298,-122.7268969
Trees Oregon Llc,Portland,Multnomah,1234 Ne 102Nd Ave,97220,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TREES OREGON LLC,2023-05-02T00:00:00,050 1017498EBF0,Recreational Retailer,050 1017498EBF0,45.53175299999999,-122.5577744
"Trees Oregon, Llc",Portland,Multnomah,3607 S Corbett Ave,97239,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"TREES OREGON, LLC",2023-05-02T00:00:00,050 10174806A48,Recreational Retailer,050 10174806A48,45.4970989,-122.6761439
"Trees Oregon, Llc",Portland,Multnomah,7050 Ne Mlk Blvd,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"TREES OREGON, LLC",2023-05-02T00:00:00,050 10174806A48,Recreational Retailer,050 10174806A48,45.5740238,-122.6611381
Truly Pure,Portland,Multnomah,1006 Se Grand Ave Suite 104,97214,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TRULY PURE,2023-05-02T00:00:00,050 1003244C082,Recreational Retailer,050 1003244C082,45.5156649,-122.6601686
