license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
11031,2161271,The Culture,Retail Marijuana Store,Active-Operating,The Culture,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,2301 S Knik Goose Bay Rd #1,Matanuska-Susitna Borough,61.5564973,-149.4863478,(907) 357-4427,http://thecultureak.com/,,,2023-08-12T10:49:50.664362
11050,1041697,HOUSTON GRASS STATION LLC,Retail Marijuana Store,Active-Operating,HOUSTON GRASS STATION LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,15231 W Parks Hwy,Matanuska-Susitna Borough,61.61343,-149.7850646,(907) 892-4727,http://hgs420.org/,,,2023-08-12T10:49:50.664362
11053,1041822,TRUE DANK,Retail Marijuana Store,Active-Operating,TRUE DANK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Fairbanks,1550 S Cushman St,Fairbanks North Star Borough,64.8332566,-147.7171728,(907) 451-4516,https://dutchie.com/dispensary/true-dank,,,2023-08-12T10:49:50.664362
11119,2129663,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Nome,99762,303-C W E St,Nome Census Area,64.5007723,-165.4158016,,https://www.akgrowncannabis.com/nome,,,2023-08-12T10:49:50.664362
11121,1042680,"BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,1150 N Helen Ln,Matanuska-Susitna Borough,61.5898815,-149.4023753,(907) 357-0420,https://www.badgramm3r.com/,,,2023-08-12T10:49:50.664362
11140,1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,36380 Murray Ln,Kenai Peninsula Borough,60.50817480000001,-150.9184722,(907) 262-4200,http://fattops.com/,,,2023-08-12T10:49:50.664362
11198,1043398,ONE HIT WONDER,Retail Marijuana Store,Active-Operating,ONE HIT WONDER,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Fairbanks,,,64.84538859999999,-147.951044,(907) 460-9333,http://www.onehitwonderak.com/,,,2023-08-12T10:49:50.664362
11303,1044171,HOLLYWEED 907,Retail Marijuana Store,Active-Operating,HOLLYWEED 907,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,2429 E 88th Ave,Anchorage Municipality,61.1413671,-149.8361377,(907) 929-3331,http://akhollyweed907.com/,,,2023-08-12T10:49:50.664362
11382,1030318,DENALI'S CANNABIS CACHE LLC,Retail Marijuana Store,Active-Operating,DENALI'S CANNABIS CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 420,Denali National Park,,,,,,,,,2023-08-12T10:49:50.664362
11411,1044156,"DENALI DISPENSARIES, LLC",Retail Marijuana Store,Active-Operating,"DENALI DISPENSARIES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,225 E 5th Ave,Anchorage Municipality,61.2177259,-149.8801482,(907) 646-4200,http://denalidispensaries.com/,,,2023-08-12T10:49:50.664362
11509,1033200,PERMAFROST DISTRIBUTORS,Retail Marijuana Store,Active-Operating,PERMAFROST DISTRIBUTORS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sterling,99672,32630 June Dr,Kenai Peninsula Borough,60.526706,-150.725112,(907) 260-7584,https://www.akpermafrost.com/,,,2023-08-12T10:49:50.664362
11547,1087372,CLOUDBERRY CANNABIS,Retail Marijuana Store,Active-Operating,CLOUDBERRY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,3307 Spenard Rd,Anchorage Municipality,61.19046659999999,-149.9070978,(907) 644-3010,https://www.cloudberrycannabis.com/,,,2023-08-12T10:49:50.664362
11614,1051872,AK JOINT,Retail Marijuana Store,Active-Operating,AK JOINT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit F,Anchorage,7801 Schoon St,Anchorage Municipality,61.15014309999999,-149.8752224,(907) 522-5222,http://www.akjoint.com/,,,2023-08-12T10:49:50.664362
11638,2092987,Catalyst Cannabis Company,Retail Marijuana Store,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#4,Anchorage,9900 Old Seward Hwy #4,Anchorage Municipality,61.13106299999999,-149.8650296,(907) 344-0668,https://www.catalystcannabisco.com/old-seward-hwy,,,2023-08-12T10:49:50.664362
11731,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,1551 E Tudor Rd,Anchorage Municipality,61.1811473,-149.8533491,(907) 771-4021,https://weedmaps.com/dispensaries/ak-slow-burn-1,,,2023-08-12T10:49:50.664362
11927,1041284,GREEN LIFE SUPPLY LLC,Retail Marijuana Store,Active-Operating,GREEN LIFE SUPPLY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,511 30th Ave,Fairbanks North Star Borough,64.8197611,-147.7127826,(907) 374-4769,http://greenlife-co.paqe.io/,,,2023-08-12T10:49:50.664362
11966,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,541 W 4th Ave,Anchorage Municipality,61.2186927,-149.89303,(907) 929-9333,https://www.greatnortherncannabis.com/,,,2023-08-12T10:49:50.664362
12023,1078259,GREEN DEGREE,Retail Marijuana Store,Active-Operating,GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Retail Space,Wasilla,3361 W Machen Rd,,61.58360200000001,-149.5343666,(907) 376-4372,http://greendegree.net/,,,2023-08-12T10:49:50.664362
12316,1050006,"ANCHORAGE BOWL, LLC.",Retail Marijuana Store,Active-Operating,"ANCHORAGE BOWL, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,4000 Spenard Rd,Anchorage Municipality,61.18400579999999,-149.9270845,(907) 770-2690,https://anchoragebowl420.com/,,,2023-08-12T10:49:50.664362
12325,2115560,GOOD Cannabis,Retail Marijuana Store,Active-Operating,GOOD Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,356 Old Steese Hwy,Fairbanks North Star Borough,64.8489182,-147.7037154,(907) 452-5463,https://www.goodalaska.com/,,,2023-08-12T10:49:50.664362
12437,1038961,"ALASKA CANNABIS EXCHANGE, LLC",Retail Marijuana Store,Active-Operating,"ALASKA CANNABIS EXCHANGE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99503,2906 Spenard Rd,Anchorage Municipality,61.1934441,-149.9058544,(907) 301-4208,https://alaskacannabisexchange.com/,,,2023-08-12T10:49:50.664362
12635,1033365,GREEN DEGREE,Retail Marijuana Store,Active-Operating,GREEN DEGREE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Northern Portion of the Building),SUTTON,,,,,,,,,2023-08-12T10:49:50.664362
12768,1052541,SECRET GARDEN CANNABIS,Retail Marijuana Store,Active-Operating,SECRET GARDEN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,726 E 15th Ave,Anchorage Municipality,61.2074153,-149.8694521,(907) 748-9333,https://secretgardencannabis.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=SecretGarden,,,2023-08-12T10:49:50.664362
12866,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 2,Homer,1213 Ocean Dr,Kenai Peninsula Borough,59.6380207,-151.5123499,(907) 235-4372,https://uncleherbs.com/dispensary-locations/homer/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-08-12T10:49:50.664362
12956,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,665 Rainbow Dr,Fairbanks North Star Borough,64.88886790000001,-147.6194514,(907) 456-4108,https://grassstation49.com/grass-station-49-recreational-marijuana-dispensary-chena-hot-springs-road/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=sgoldstream_gbp,,,2023-08-12T10:49:50.664362
13119,1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,REBEL ROOTS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2575 Goldstream Rd,Fairbanks North Star Borough,64.9131546,-147.9047088,(907) 455-4055,https://weedmaps.com/dispensaries/rebel-roots,,,2023-08-12T10:49:50.664362
13217,1047535,GLACIER VALLEY SHOP,Retail Marijuana Store,Active-Operating,GLACIER VALLEY SHOP,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Juneau,8505 Old Dairy Rd #1,Juneau City and Borough,58.3617095,-134.5721282,(907) 419-7943,http://glaciervalleyshoppe.com/,,,2023-08-12T10:49:50.664362
13279,1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,THE MASON JAR LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Juneau,2771 Sherwood Ln Unit E,Juneau City and Borough,58.3710907,-134.6166209,(907) 500-7420,http://www.akmasonjar.com/,,,2023-08-12T10:49:50.664362
13382,1054904,EAST RIP,Retail Marijuana Store,Active-Operating,EAST RIP,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE D,KENAI,10767 Kenai Spur Hwy Space D,Kenai Peninsula Borough,60.5563168,-151.2418947,(907) 283-7833,http://www.east-rip.com/,,,2023-08-12T10:49:50.664362
14083,2089241,Alaska Weeds,Retail Marijuana Store,Active-Operating,Alaska Weeds,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2A,Anchorage,6209 Mike St #2a,Anchorage Municipality,61.164478,-149.8915869,(907) 349-3337,,,,2023-08-12T10:49:50.664362
14200,2091163,Matanuska Cannabis Company,Retail Marijuana Store,Active-Operating,Matanuska Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,3550 S Old Glenn Hwy,Matanuska-Susitna Borough,61.5419727,-149.0363912,(907) 745-4211,http://matanuskacannabis.com/,,,2023-08-12T10:49:50.664362
14359,1039577,"TIP TOP, LLC",Retail Marijuana Store,Active-Operating,"TIP TOP, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
15016,2083338,Clear Cut Cannabis,Retail Marijuana Store,Active-Operating,Clear Cut Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,1133 E 68th Ave,Anchorage Municipality,61.1594147,-149.8608935,(907) 245-0044,https://clearcutcannabis907.com/,,,2023-08-12T10:49:50.664362
15019,1058469,THE TREE HOUSE AK,Retail Marijuana Store,Active-Operating,THE TREE HOUSE AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,341 Boniface Pkwy D,Anchorage Municipality,61.22107529999999,-149.7777544,(907) 229-2284,http://www.thetreehouseak.com/,,,2023-08-12T10:49:50.664362
15061,1060238,WINTER GREENS LLC,Retail Marijuana Store,Active-Operating,WINTER GREENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,haines,99827,75 Beach Rd,Haines Borough,59.2275724,-135.4385385,(907) 766-3637,https://wintergreenscannabis.com/,,,2023-08-12T10:49:50.664362
15246,1060209,THUNDER CLOUD 9,Retail Marijuana Store,Active-Operating,THUNDER CLOUD 9,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,2B,Juneau,5310 Commercial Blvd,Juneau City and Borough,58.3575839,-134.4834654,(907) 419-8429,https://thundercloud9.buzz/,,,2023-08-12T10:49:50.664362
15393,1037289,MAJESTIC GARDENS LLC,Retail Marijuana Store,Active-Operating,MAJESTIC GARDENS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,,,,,,,,,2023-08-12T10:49:50.664362
15788,1062162,SCORPION GRASS,Retail Marijuana Store,Active-Operating,SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
15814,1033939,"TANANA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"TANANA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1200 Well St,Fairbanks North Star Borough,64.84956869999999,-147.7285269,(907) 750-0865,http://tananaherbcompany.com/,,,2023-08-12T10:49:50.664362
15916,2099269,K Beach Reef,Retail Marijuana Store,Active-Operating,K Beach Reef,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Log cabin on SE portion nearest highway),Soldotna,42106 K Beach Rd,Kenai Peninsula Borough,60.5074908,-151.1695984,(907) 335-0016,http://kbeachreef.com/,,,2023-08-12T10:49:50.664362
16184,1063483,THEE TREASURE CHEST LLC.,Retail Marijuana Store,Active-Operating,THEE TREASURE CHEST LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Craig,99921,1000 Water St,Prince of Wales-Hyder Census Area,55.47649240000001,-133.1447687,(907) 826-2499,http://treasurechest907.com/,,,2023-08-12T10:49:50.664362
16213,1063457,ALASKAN KUSH COMPANY,Retail Marijuana Store,Active-Operating,ALASKAN KUSH COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,159 S Franklin St,Juneau City and Borough,58.30042169999999,-134.4050155,(907) 500-7440,http://www.akkushco.com/,,,2023-08-12T10:49:50.664362
16529,1065154,GOOD BUDS LLC,Retail Marijuana Store,Active-Operating,GOOD BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,11770 Seward Hwy,Kenai Peninsula Borough,60.15127249999999,-149.4194056,(907) 422-7598,https://www.leafly.com/dispensary-info/good-buds,,,2023-08-12T10:49:50.664362
16579,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Pending Inspection,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-08-12T10:49:50.664362
16610,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,1901 W Dimond Blvd,Anchorage Municipality,61.13875249999999,-149.9144816,(907) 334-5874,http://www.greatnortherncannabis.com/,,,2023-08-12T10:49:50.664362
16915,1066517,BRISTOL BAY BUD COMPANY,Retail Marijuana Store,Active-Operating,BRISTOL BAY BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Dillingham,99576,233 Airport Rd,Dillingham Census Area,59.04050489999999,-158.5242457,(907) 843-1495,https://www.bristolbaybudcompany.com/,,,2023-08-12T10:49:50.664362
17068,1067444,OUTPOST,Retail Marijuana Store,Active-Operating,OUTPOST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,1044 S Old Glenn Hwy,Matanuska-Susitna Borough,61.571811,-149.0441235,,,,,2023-08-12T10:49:50.664362
17077,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B.,Nome,223 Front St,Nome Census Area,64.4974447,-165.4074002,(907) 443-6938,http://www.grassstation49.com/,,,2023-08-12T10:49:50.664362
17176,1067892,STATE OF MIND CANNABIS COMPANY,Retail Marijuana Store,Active-Pending Inspection,STATE OF MIND CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#C,Seward,,,,,,,,,2023-08-12T10:49:50.664362
17204,1064632,MARY'S GARDEN,Retail Marijuana Store,Active-Operating,MARY'S GARDEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,50110 Sterling Hwy,Kenai Peninsula Borough,60.40847549999999,-151.1618019,(907) 262-0830,https://splinternetmarketing.com/local-pros/alaska/soldotna/marys-garden/,,,2023-08-12T10:49:50.664362
17250,2086134,Pipe and Leaf: Premium Alaskan Cannabis,Retail Marijuana Store,Active-Operating,Pipe and Leaf: Premium Alaskan Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-08-12T10:49:50.664362
17480,1069211,"TUNDRA HERB COMPANY, LLC",Retail Marijuana Store,Active-Operating,"TUNDRA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,520 W 6th Ave Suite #A,Anchorage Municipality,61.21643160000001,-149.8926106,(907) 929-4372,http://www.tundraherbco.com/,,,2023-08-12T10:49:50.664362
17758,1064577,THE TUFTED PUFFIN LLC,Retail Marijuana Store,Active-Operating,THE TUFTED PUFFIN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Seward,99664,216 4th Ave Unit # 2,Kenai Peninsula Borough,60.101823,-149.44009,(907) 224-2222,http://www.thetuftedpuffin.com/,,,2023-08-12T10:49:50.664362
17764,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Active-Operating,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kotzebue,99752,585a Third Ave,Northwest Arctic Borough,66.8986508,-162.5895412,,https://www.akgrowncannabis.com/kotzebue,,,2023-08-12T10:49:50.664362
17808,1069832,KENAI RIVER CANNABIS,Retail Marijuana Store,Active-Operating,KENAI RIVER CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,14429 Kenai Spur Hwy,Kenai Peninsula Borough,60.5798703,-151.3202443,(907) 395-0476,,,,2023-08-12T10:49:50.664362
18117,1070934,MARYJANE'S CANNABIS EMPORIUM,Retail Marijuana Store,Active-Operating,MARYJANE'S CANNABIS EMPORIUM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99502,8857 Jewel Lake Rd,Anchorage Municipality,61.1397774,-149.9503374,(907) 677-7689,,,,2023-08-12T10:49:50.664362
18545,1067691,NOME GROWN LLC,Retail Marijuana Store,Active-Operating,NOME GROWN LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,NOME,99762,605 W 2nd Ave,Nome Census Area,64.5001791,-165.4152805,(907) 443-6844,http://nomegrown.com/,,,2023-08-12T10:49:50.664362
18702,1093108,COLD CITY CANNABIS,Retail Marijuana Store,Active-Operating,COLD CITY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#1,Anchorage,1210 E 70th Ave,Anchorage Municipality,61.1566439,-149.8592557,(907) 222-9988,http://cannabisdispensaryanchorage.com/,,,2023-08-12T10:49:50.664362
18735,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Bethel,,,,,,,,,2023-08-12T10:49:50.664362
18929,1082271,ALASKA CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,ALASKA CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit E,Nikiski,43280 Kenai Spur Hwy,Kenai Peninsula Borough,60.60785300000001,-151.3310041,(907) 283-0821,http://www.alaskacannabis.com/,,,2023-08-12T10:49:50.664362
19178,1077356,"HIGHER BY BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"HIGHER BY BAD GRAMM3R, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,1204 Hyer Spur,Matanuska-Susitna Borough,61.59164539999999,-149.2990915,(907) 745-0420,https://www.badgramm3r.com/dispensaries/palmer-ak/,,,2023-08-12T10:49:50.664362
19277,1078189,THE HERBAL CACHE LLC,Retail Marijuana Store,Active-Operating,THE HERBAL CACHE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Girdwood,99587,,,,,,,,,2023-08-12T10:49:50.664362
19300,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Soldotna,139 Warehouse Dr b,Kenai Peninsula Borough,60.480935,-151.0753778,(907) 260-2006,http://www.pinestreetcannabis.com/,,,2023-08-12T10:49:50.664362
19658,1088016,DEJAVU CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,DEJAVU CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,11676 Rezanof Dr W,Kodiak Island Borough,57.69662899999999,-152.5821989,(907) 486-3352,http://dejavukodiak.com/?utm_source=gmb&utm_medium=referral,,,2023-08-12T10:49:50.664362
19834,2095214,Coldsmoke,Retail Marijuana Store,Active-Operating,Coldsmoke,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE B,SOLDOTNA,840 Kalifornsky Beach Rd SUITE B,Kenai Peninsula Borough,60.47376149999999,-151.1262072,(907) 262-9333,,,,2023-08-12T10:49:50.664362
19898,2098780,AKO FARMS DIRECT,Retail Marijuana Store,Active-Operating,AKO FARMS DIRECT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,1210 Beardslee Wy,Sitka City and Borough,57.0514194,-135.3063887,(907) 623-0322,http://akofarms.com/,,,2023-08-12T10:49:50.664362
20113,1093390,"HIGH RISE, LLC",Retail Marijuana Store,Active-Operating,"HIGH RISE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Kodiak,104 Center St # 102,Kodiak Island Borough,57.78890430000001,-152.4071893,(907) 512-0400,http://www.highrise907.com/,,,2023-08-12T10:49:50.664362
20151,2090055,Canna Get Happy LLC,Retail Marijuana Store,Active-Operating,Canna Get Happy LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,810 E 6th Ave,Anchorage Municipality,61.2163522,-149.8684705,(907) 278-0510,https://www.cannagethappyak.com/,,,2023-08-12T10:49:50.664362
20221,2100881,Denali Grass Company,Retail Marijuana Store,Active-Operating,Denali Grass Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Healy,,,,,,,,,2023-08-12T10:49:50.664362
20366,1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,2600 E Tudor Rd,Anchorage Municipality,61.18038429999999,-149.831618,(907) 677-4367,http://www.greatnortherncannabis.com/,,,2023-08-12T10:49:50.664362
20439,1109607,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bethel,99559,,,,,,,,,2023-08-12T10:49:50.664362
20440,1109613,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Connex,Bethel,1510 Chief Eddie Hoffman Hwy,Bethel Census Area,60.7851948,-161.7999882,,,,,2023-08-12T10:49:50.664362
20561,1108077,BADGER BUDS LLC,Retail Marijuana Store,Active-Operating,BADGER BUDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,2008 Levado Ave,Fairbanks North Star Borough,64.8229144,-147.4419073,(907) 385-0323,http://badgerbudsak.com/,,,2023-08-12T10:49:50.664362
20827,1040494,GOOD TITRATIONS,Retail Marijuana Store,Active-Operating,GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,506 Merhar Ave Suite B,Fairbanks North Star Borough,64.8582631,-147.6942442,(907) 474-4663,http://www.goodtitrations.com/,,,2023-08-12T10:49:50.664362
20865,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,A5,Anchorage,360 Boniface Pkwy,Anchorage Municipality,61.2216119,-149.7808722,(907) 332-4372,https://uncleherbs.com/dispensary-locations/anchorage-boniface/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-08-12T10:49:50.664362
20983,2083324,King Street Cannabis Co,Retail Marijuana Store,Active-Operating,King Street Cannabis Co,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,8430 Laviento Dr,Anchorage Municipality,61.14399760000001,-149.8783283,(907) 522-5464,http://kingstreetcannabisco.com/,,,2023-08-12T10:49:50.664362
21069,2083424,Wildflower,Retail Marijuana Store,Active-Operating,Wildflower,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kodiak,99615,158 Alimaq Dr,Kodiak Island Borough,57.785263,-152.3985748,,http://wildflowerkodiak.com/,,,2023-08-12T10:49:50.664362
21084,1070263,ALASKAN GROWN CANNABIS,Retail Marijuana Store,Delegated,ALASKAN GROWN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Utqiagvik,99723,,,,,,,,,2023-08-12T10:49:50.664362
